season,stage,segment_label,team,prev_rank,new_rank
2016/17,regular,Regular: after round 10 vs after round 9,H. Kfar Saba,7,8
2016/17,regular,Regular: after round 10 vs after round 9,Hapoel Haifa,9,11
2016/17,regular,Regular: after round 10 vs after round 9,Hapoel Raanana,10,6
2016/17,regular,Regular: after round 10 vs after round 9,Hapoel Tel Aviv,11,12
2016/17,regular,Regular: after round 10 vs after round 9,Kiryat Shmona,6,7
2016/17,regular,Regular: after round 10 vs after round 9,M. Petah Tikva,2,4
2016/17,regular,Regular: after round 10 vs after round 9,M. Tel Aviv,3,2
2016/17,regular,Regular: after round 10 vs after round 9,Maccabi Haifa,4,3
2016/17,regular,Regular: after round 11 vs after round 10,Bnei Sakhnin,9,7
2016/17,regular,Regular: after round 11 vs after round 10,H. Kfar Saba,8,12
2016/17,regular,Regular: after round 11 vs after round 10,Hapoel Haifa,11,9
2016/17,regular,Regular: after round 11 vs after round 10,Hapoel Raanana,6,8
2016/17,regular,Regular: after round 11 vs after round 10,Hapoel Tel Aviv,12,11
2016/17,regular,Regular: after round 11 vs after round 10,Kiryat Shmona,7,6
2016/17,regular,Regular: after round 12 vs after round 11,FC Ashdod,10,12
2016/17,regular,Regular: after round 12 vs after round 11,H. Kfar Saba,12,11
2016/17,regular,Regular: after round 12 vs after round 11,Hapoel Haifa,9,10
2016/17,regular,Regular: after round 12 vs after round 11,Hapoel Tel Aviv,11,9
2016/17,regular,Regular: after round 13 vs after round 12,B. Jerusalem,5,6
2016/17,regular,Regular: after round 13 vs after round 12,Bnei Yehuda,13,14
2016/17,regular,Regular: after round 13 vs after round 12,H. Ashkelon,14,13
2016/17,regular,Regular: after round 13 vs after round 12,H. Kfar Saba,11,10
2016/17,regular,Regular: after round 13 vs after round 12,Hapoel Haifa,10,11
2016/17,regular,Regular: after round 13 vs after round 12,Kiryat Shmona,6,5
2016/17,regular,Regular: after round 14 vs after round 13,Bnei Sakhnin,7,8
2016/17,regular,Regular: after round 14 vs after round 13,Bnei Yehuda,14,13
2016/17,regular,Regular: after round 14 vs after round 13,H. Ashkelon,13,14
2016/17,regular,Regular: after round 14 vs after round 13,H. Kfar Saba,10,11
2016/17,regular,Regular: after round 14 vs after round 13,Hapoel Haifa,11,9
2016/17,regular,Regular: after round 14 vs after round 13,Hapoel Raanana,8,7
2016/17,regular,Regular: after round 14 vs after round 13,Hapoel Tel Aviv,9,10
2016/17,regular,Regular: after round 15 vs after round 14,B. Jerusalem,6,7
2016/17,regular,Regular: after round 15 vs after round 14,Bnei Sakhnin,8,6
2016/17,regular,Regular: after round 15 vs after round 14,Hapoel Raanana,7,8
2016/17,regular,Regular: after round 15 vs after round 14,M. Petah Tikva,4,3
2016/17,regular,Regular: after round 15 vs after round 14,Maccabi Haifa,3,4
2016/17,regular,Regular: after round 16 vs after round 15,B. Jerusalem,7,6
2016/17,regular,Regular: after round 16 vs after round 15,Bnei Sakhnin,6,7
2016/17,regular,Regular: after round 16 vs after round 15,FC Ashdod,12,11
2016/17,regular,Regular: after round 16 vs after round 15,H. Kfar Saba,11,12
2016/17,regular,Regular: after round 16 vs after round 15,Hapoel Haifa,9,8
2016/17,regular,Regular: after round 16 vs after round 15,Hapoel Raanana,8,9
2016/17,regular,Regular: after round 17 vs after round 16,FC Ashdod,11,9
2016/17,regular,Regular: after round 17 vs after round 16,H. Kfar Saba,12,11
2016/17,regular,Regular: after round 17 vs after round 16,Hapoel Raanana,9,10
2016/17,regular,Regular: after round 17 vs after round 16,Hapoel Tel Aviv,10,12
2016/17,regular,Regular: after round 17 vs after round 16,Kiryat Shmona,5,4
2016/17,regular,Regular: after round 17 vs after round 16,Maccabi Haifa,4,5
2016/17,regular,Regular: after round 18 vs after round 17,B. Jerusalem,6,5
2016/17,regular,Regular: after round 18 vs after round 17,Bnei Yehuda,13,14
2016/17,regular,Regular: after round 18 vs after round 17,H. Ashkelon,14,13
2016/17,regular,Regular: after round 18 vs after round 17,Maccabi Haifa,5,6
2016/17,regular,Regular: after round 19 vs after round 18,Bnei Yehuda,14,12
2016/17,regular,Regular: after round 19 vs after round 18,H. Ashkelon,13,14
2016/17,regular,Regular: after round 19 vs after round 18,H. Kfar Saba,11,13
2016/17,regular,Regular: after round 19 vs after round 18,Hapoel Raanana,10,11
2016/17,regular,Regular: after round 19 vs after round 18,Hapoel Tel Aviv,12,10
2016/17,regular,Regular: after round 20 vs after round 19,Bnei Sakhnin,7,6
2016/17,regular,Regular: after round 20 vs after round 19,Hapoel Raanana,11,10
2016/17,regular,Regular: after round 20 vs after round 19,Hapoel Tel Aviv,10,11
2016/17,regular,Regular: after round 20 vs after round 19,Maccabi Haifa,6,7
2016/17,regular,Regular: after round 21 vs after round 20,FC Ashdod,9,11
2016/17,regular,Regular: after round 21 vs after round 20,Hapoel Raanana,10,9
2016/17,regular,Regular: after round 21 vs after round 20,Hapoel Tel Aviv,11,10
2016/17,regular,Regular: after round 22 vs after round 21,B. Jerusalem,5,4
2016/17,regular,Regular: after round 22 vs after round 21,Bnei Sakhnin,6,5
2016/17,regular,Regular: after round 22 vs after round 21,Bnei Yehuda,12,11
2016/17,regular,Regular: after round 22 vs after round 21,FC Ashdod,11,12
2016/17,regular,Regular: after round 22 vs after round 21,Hapoel Raanana,9,10
2016/17,regular,Regular: after round 22 vs after round 21,Hapoel Tel Aviv,10,9
2016/17,regular,Regular: after round 22 vs after round 21,Kiryat Shmona,4,6
2016/17,regular,Regular: after round 23 vs after round 22,Bnei Yehuda,11,12
2016/17,regular,Regular: after round 23 vs after round 22,FC Ashdod,12,11
2016/17,regular,Regular: after round 23 vs after round 22,Hapoel Raanana,10,9
2016/17,regular,Regular: after round 23 vs after round 22,Hapoel Tel Aviv,9,10
2016/17,regular,Regular: after round 23 vs after round 22,Kiryat Shmona,6,7
2016/17,regular,Regular: after round 23 vs after round 22,Maccabi Haifa,7,6
2016/17,regular,Regular: after round 24 vs after round 23,Kiryat Shmona,7,6
2016/17,regular,Regular: after round 24 vs after round 23,Maccabi Haifa,6,7
2016/17,regular,Regular: after round 26 vs after round 25,FC Ashdod,11,9
2016/17,regular,Regular: after round 26 vs after round 25,Hapoel Raanana,9,10
2016/17,regular,Regular: after round 26 vs after round 25,Hapoel Tel Aviv,10,11
2016/17,regular,Regular: after round 26 vs after round 25,Kiryat Shmona,6,7
2016/17,regular,Regular: after round 26 vs after round 25,Maccabi Haifa,7,6
2016/17,championship_playoff,championship playoff: after mini-league round 30 vs after mini-league round 29,B. Jerusalem,4,5
2016/17,championship_playoff,championship playoff: after mini-league round 30 vs after mini-league round 29,Bnei Sakhnin,5,4
2016/17,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Bnei Sakhnin,4,3
2016/17,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,M. Petah Tikva,3,4
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),FC Ashdod,3,4
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),H. Ashkelon,8,7
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),H. Kfar Saba,7,8
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Haifa,2,3
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Raanana,4,5
2016/17,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Tel Aviv,5,2
2016/17,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Hapoel Tel Aviv,2,1
2016/17,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Kiryat Shmona,1,2
2016/17,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Bnei Yehuda,6,7
2016/17,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,FC Ashdod,4,5
2016/17,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,H. Ashkelon,7,4
2016/17,relegation_playoff,relegation playoff: after mini-league round 30 vs after mini-league round 29,Hapoel Raanana,5,6
2016/17,relegation_playoff,relegation playoff: after mini-league round 31 vs after mini-league round 30,Hapoel Tel Aviv,1,2
2016/17,relegation_playoff,relegation playoff: after mini-league round 31 vs after mini-league round 30,Kiryat Shmona,2,1
2017/18,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,4,3
2017/18,regular,Regular: after round 2 vs after round 1,Bnei Yehuda,3,4
2017/18,regular,Regular: after round 2 vs after round 1,FC Ashdod,10,14
2017/18,regular,Regular: after round 2 vs after round 1,H. Beer Sheva,6,13
2017/18,regular,Regular: after round 2 vs after round 1,Hapoel Acre,11,9
2017/18,regular,Regular: after round 2 vs after round 1,Hapoel Raanana,8,10
2017/18,regular,Regular: after round 2 vs after round 1,Kiryat Shmona,9,11
2017/18,regular,Regular: after round 2 vs after round 1,M. Petah Tikva,5,6
2017/18,regular,Regular: after round 2 vs after round 1,M. Tel Aviv,14,7
2017/18,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,13,5
2017/18,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,7,8
2017/18,regular,Regular: after round 3 vs after round 2,Bnei Yehuda,4,7
2017/18,regular,Regular: after round 3 vs after round 2,H. Beer Sheva,13,9
2017/18,regular,Regular: after round 3 vs after round 2,Hapoel Acre,9,6
2017/18,regular,Regular: after round 3 vs after round 2,Hapoel Raanana,10,13
2017/18,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,11,8
2017/18,regular,Regular: after round 3 vs after round 2,M. Petah Tikva,6,10
2017/18,regular,Regular: after round 3 vs after round 2,M. Tel Aviv,7,4
2017/18,regular,Regular: after round 3 vs after round 2,Maccabi Haifa,5,11
2017/18,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,8,5
2017/18,regular,Regular: after round 4 vs after round 3,Bnei Sakhnin,3,5
2017/18,regular,Regular: after round 4 vs after round 3,Bnei Yehuda,7,10
2017/18,regular,Regular: after round 4 vs after round 3,H. Ashkelon,12,11
2017/18,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,9,6
2017/18,regular,Regular: after round 4 vs after round 3,Hapoel Acre,6,9
2017/18,regular,Regular: after round 4 vs after round 3,Kiryat Shmona,8,4
2017/18,regular,Regular: after round 4 vs after round 3,M. Petah Tikva,10,12
2017/18,regular,Regular: after round 4 vs after round 3,M. Tel Aviv,4,3
2017/18,regular,Regular: after round 4 vs after round 3,Maccabi Haifa,11,7
2017/18,regular,Regular: after round 4 vs after round 3,Maccabi Netanya,5,8
2017/18,regular,Regular: after round 5 vs after round 4,Bnei Sakhnin,5,9
2017/18,regular,Regular: after round 5 vs after round 4,Bnei Yehuda,10,12
2017/18,regular,Regular: after round 5 vs after round 4,H. Ashkelon,11,7
2017/18,regular,Regular: after round 5 vs after round 4,Hapoel Acre,9,11
2017/18,regular,Regular: after round 5 vs after round 4,Kiryat Shmona,4,5
2017/18,regular,Regular: after round 5 vs after round 4,M. Petah Tikva,12,10
2017/18,regular,Regular: after round 5 vs after round 4,Maccabi Haifa,7,8
2017/18,regular,Regular: after round 5 vs after round 4,Maccabi Netanya,8,4
2017/18,regular,Regular: after round 6 vs after round 5,B. Jerusalem,1,3
2017/18,regular,Regular: after round 6 vs after round 5,Bnei Sakhnin,9,7
2017/18,regular,Regular: after round 6 vs after round 5,Bnei Yehuda,12,10
2017/18,regular,Regular: after round 6 vs after round 5,H. Ashkelon,7,9
2017/18,regular,Regular: after round 6 vs after round 5,H. Beer Sheva,6,4
2017/18,regular,Regular: after round 6 vs after round 5,Hapoel Acre,11,12
2017/18,regular,Regular: after round 6 vs after round 5,Hapoel Haifa,2,1
2017/18,regular,Regular: after round 6 vs after round 5,Kiryat Shmona,5,8
2017/18,regular,Regular: after round 6 vs after round 5,M. Petah Tikva,10,11
2017/18,regular,Regular: after round 6 vs after round 5,M. Tel Aviv,3,5
2017/18,regular,Regular: after round 6 vs after round 5,Maccabi Haifa,8,6
2017/18,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,4,2
2017/18,regular,Regular: after round 7 vs after round 6,B. Jerusalem,3,2
2017/18,regular,Regular: after round 7 vs after round 6,FC Ashdod,14,13
2017/18,regular,Regular: after round 7 vs after round 6,H. Beer Sheva,4,3
2017/18,regular,Regular: after round 7 vs after round 6,Hapoel Raanana,13,14
2017/18,regular,Regular: after round 7 vs after round 6,M. Tel Aviv,5,4
2017/18,regular,Regular: after round 7 vs after round 6,Maccabi Netanya,2,5
2017/18,regular,Regular: after round 8 vs after round 7,Bnei Yehuda,10,11
2017/18,regular,Regular: after round 8 vs after round 7,H. Ashkelon,9,10
2017/18,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,8,9
2017/18,regular,Regular: after round 8 vs after round 7,M. Petah Tikva,11,8
2017/18,regular,Regular: after round 8 vs after round 7,M. Tel Aviv,4,5
2017/18,regular,Regular: after round 8 vs after round 7,Maccabi Netanya,5,4
2017/18,regular,Regular: after round 9 vs after round 8,Bnei Yehuda,11,9
2017/18,regular,Regular: after round 9 vs after round 8,H. Ashkelon,10,11
2017/18,regular,Regular: after round 9 vs after round 8,Kiryat Shmona,9,6
2017/18,regular,Regular: after round 9 vs after round 8,M. Petah Tikva,8,10
2017/18,regular,Regular: after round 9 vs after round 8,M. Tel Aviv,5,4
2017/18,regular,Regular: after round 9 vs after round 8,Maccabi Haifa,6,8
2017/18,regular,Regular: after round 9 vs after round 8,Maccabi Netanya,4,5
2017/18,regular,Regular: after round 10 vs after round 9,B. Jerusalem,2,3
2017/18,regular,Regular: after round 10 vs after round 9,Bnei Sakhnin,7,9
2017/18,regular,Regular: after round 10 vs after round 9,Bnei Yehuda,9,7
2017/18,regular,Regular: after round 10 vs after round 9,H. Ashkelon,11,10
2017/18,regular,Regular: after round 10 vs after round 9,H. Beer Sheva,3,2
2017/18,regular,Regular: after round 10 vs after round 9,Kiryat Shmona,6,8
2017/18,regular,Regular: after round 10 vs after round 9,M. Petah Tikva,10,11
2017/18,regular,Regular: after round 10 vs after round 9,Maccabi Haifa,8,6
2017/18,regular,Regular: after round 11 vs after round 10,Bnei Sakhnin,9,8
2017/18,regular,Regular: after round 11 vs after round 10,Bnei Yehuda,7,9
2017/18,regular,Regular: after round 11 vs after round 10,FC Ashdod,13,14
2017/18,regular,Regular: after round 11 vs after round 10,H. Ashkelon,10,11
2017/18,regular,Regular: after round 11 vs after round 10,Hapoel Raanana,14,13
2017/18,regular,Regular: after round 11 vs after round 10,Kiryat Shmona,8,6
2017/18,regular,Regular: after round 11 vs after round 10,M. Petah Tikva,11,10
2017/18,regular,Regular: after round 11 vs after round 10,Maccabi Haifa,6,7
2017/18,regular,Regular: after round 12 vs after round 11,Bnei Sakhnin,8,9
2017/18,regular,Regular: after round 12 vs after round 11,Bnei Yehuda,9,6
2017/18,regular,Regular: after round 12 vs after round 11,Hapoel Acre,12,13
2017/18,regular,Regular: after round 12 vs after round 11,Hapoel Raanana,13,12
2017/18,regular,Regular: after round 12 vs after round 11,Kiryat Shmona,6,7
2017/18,regular,Regular: after round 12 vs after round 11,Maccabi Haifa,7,8
2017/18,regular,Regular: after round 13 vs after round 12,Bnei Sakhnin,9,10
2017/18,regular,Regular: after round 13 vs after round 12,H. Beer Sheva,2,1
2017/18,regular,Regular: after round 13 vs after round 12,Hapoel Haifa,1,2
2017/18,regular,Regular: after round 13 vs after round 12,M. Petah Tikva,10,9
2017/18,regular,Regular: after round 14 vs after round 13,Bnei Sakhnin,10,8
2017/18,regular,Regular: after round 14 vs after round 13,FC Ashdod,14,13
2017/18,regular,Regular: after round 14 vs after round 13,Hapoel Acre,13,14
2017/18,regular,Regular: after round 14 vs after round 13,M. Petah Tikva,9,10
2017/18,regular,Regular: after round 14 vs after round 13,Maccabi Haifa,8,9
2017/18,regular,Regular: after round 17 vs after round 16,B. Jerusalem,3,2
2017/18,regular,Regular: after round 17 vs after round 16,Bnei Sakhnin,8,7
2017/18,regular,Regular: after round 17 vs after round 16,Hapoel Haifa,2,3
2017/18,regular,Regular: after round 17 vs after round 16,Kiryat Shmona,7,8
2017/18,regular,Regular: after round 18 vs after round 17,B. Jerusalem,2,3
2017/18,regular,Regular: after round 18 vs after round 17,Bnei Sakhnin,7,8
2017/18,regular,Regular: after round 18 vs after round 17,Bnei Yehuda,6,5
2017/18,regular,Regular: after round 18 vs after round 17,Hapoel Haifa,3,4
2017/18,regular,Regular: after round 18 vs after round 17,Kiryat Shmona,8,9
2017/18,regular,Regular: after round 18 vs after round 17,M. Petah Tikva,10,7
2017/18,regular,Regular: after round 18 vs after round 17,M. Tel Aviv,4,2
2017/18,regular,Regular: after round 18 vs after round 17,Maccabi Haifa,9,10
2017/18,regular,Regular: after round 18 vs after round 17,Maccabi Netanya,5,6
2017/18,regular,Regular: after round 19 vs after round 18,Bnei Sakhnin,8,9
2017/18,regular,Regular: after round 19 vs after round 18,H. Ashkelon,11,12
2017/18,regular,Regular: after round 19 vs after round 18,H. Beer Sheva,1,2
2017/18,regular,Regular: after round 19 vs after round 18,Hapoel Raanana,12,11
2017/18,regular,Regular: after round 19 vs after round 18,Kiryat Shmona,9,7
2017/18,regular,Regular: after round 19 vs after round 18,M. Petah Tikva,7,8
2017/18,regular,Regular: after round 19 vs after round 18,M. Tel Aviv,2,1
2017/18,regular,Regular: after round 20 vs after round 19,Bnei Yehuda,5,6
2017/18,regular,Regular: after round 20 vs after round 19,H. Beer Sheva,2,1
2017/18,regular,Regular: after round 20 vs after round 19,M. Tel Aviv,1,2
2017/18,regular,Regular: after round 20 vs after round 19,Maccabi Netanya,6,5
2017/18,regular,Regular: after round 21 vs after round 20,FC Ashdod,13,11
2017/18,regular,Regular: after round 21 vs after round 20,H. Ashkelon,12,13
2017/18,regular,Regular: after round 21 vs after round 20,H. Beer Sheva,1,2
2017/18,regular,Regular: after round 21 vs after round 20,Hapoel Raanana,11,12
2017/18,regular,Regular: after round 21 vs after round 20,Kiryat Shmona,7,8
2017/18,regular,Regular: after round 21 vs after round 20,M. Petah Tikva,8,7
2017/18,regular,Regular: after round 21 vs after round 20,M. Tel Aviv,2,1
2017/18,regular,Regular: after round 22 vs after round 21,Bnei Sakhnin,9,10
2017/18,regular,Regular: after round 22 vs after round 21,FC Ashdod,11,12
2017/18,regular,Regular: after round 22 vs after round 21,Hapoel Raanana,12,11
2017/18,regular,Regular: after round 22 vs after round 21,Maccabi Haifa,10,9
2017/18,regular,Regular: after round 23 vs after round 22,B. Jerusalem,3,2
2017/18,regular,Regular: after round 23 vs after round 22,Bnei Sakhnin,10,9
2017/18,regular,Regular: after round 23 vs after round 22,H. Beer Sheva,2,1
2017/18,regular,Regular: after round 23 vs after round 22,Kiryat Shmona,8,7
2017/18,regular,Regular: after round 23 vs after round 22,M. Petah Tikva,7,8
2017/18,regular,Regular: after round 23 vs after round 22,M. Tel Aviv,1,3
2017/18,regular,Regular: after round 23 vs after round 22,Maccabi Haifa,9,10
2017/18,regular,Regular: after round 24 vs after round 23,B. Jerusalem,2,3
2017/18,regular,Regular: after round 24 vs after round 23,H. Beer Sheva,1,2
2017/18,regular,Regular: after round 24 vs after round 23,Kiryat Shmona,7,8
2017/18,regular,Regular: after round 24 vs after round 23,M. Petah Tikva,8,7
2017/18,regular,Regular: after round 24 vs after round 23,M. Tel Aviv,3,1
2017/18,regular,Regular: after round 25 vs after round 24,B. Jerusalem,3,2
2017/18,regular,Regular: after round 25 vs after round 24,Bnei Sakhnin,9,8
2017/18,regular,Regular: after round 25 vs after round 24,H. Beer Sheva,2,1
2017/18,regular,Regular: after round 25 vs after round 24,Kiryat Shmona,8,9
2017/18,regular,Regular: after round 25 vs after round 24,M. Tel Aviv,1,3
2017/18,regular,Regular: after round 26 vs after round 25,Bnei Sakhnin,8,9
2017/18,regular,Regular: after round 26 vs after round 25,Kiryat Shmona,9,8
2017/18,championship_playoff,championship playoff: after mini-league round 27 vs halved-carry table (before any playoff match),B. Jerusalem,1,2
2017/18,championship_playoff,championship playoff: after mini-league round 27 vs halved-carry table (before any playoff match),H. Beer Sheva,2,1
2017/18,championship_playoff,championship playoff: after mini-league round 28 vs after mini-league round 27,Bnei Yehuda,6,5
2017/18,championship_playoff,championship playoff: after mini-league round 28 vs after mini-league round 27,Maccabi Netanya,5,6
2017/18,championship_playoff,championship playoff: after mini-league round 29 vs after mini-league round 28,Bnei Yehuda,5,6
2017/18,championship_playoff,championship playoff: after mini-league round 29 vs after mini-league round 28,Maccabi Netanya,6,5
2017/18,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,B. Jerusalem,2,3
2017/18,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Hapoel Haifa,4,2
2017/18,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,M. Tel Aviv,3,4
2017/18,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,B. Jerusalem,3,4
2017/18,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,M. Tel Aviv,4,5
2017/18,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,Maccabi Netanya,5,3
2017/18,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,FC Ashdod,6,7
2017/18,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,H. Ashkelon,7,6
2017/18,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Bnei Sakhnin,3,4
2017/18,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Maccabi Haifa,4,3
2018/19,regular,Regular: after round 2 vs after round 1,B. Jerusalem,13,14
2018/19,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,8,10
2018/19,regular,Regular: after round 2 vs after round 1,FC Ashdod,5,8
2018/19,regular,Regular: after round 2 vs after round 1,H. Beer Sheva,6,9
2018/19,regular,Regular: after round 2 vs after round 1,Hapoel Hadera,4,1
2018/19,regular,Regular: after round 2 vs after round 1,Hapoel Haifa,1,5
2018/19,regular,Regular: after round 2 vs after round 1,Hapoel Raanana,9,4
2018/19,regular,Regular: after round 2 vs after round 1,Hapoel Tel Aviv,10,6
2018/19,regular,Regular: after round 2 vs after round 1,Kiryat Shmona,7,12
2018/19,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,12,7
2018/19,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,14,13
2018/19,regular,Regular: after round 3 vs after round 2,B. Jerusalem,14,13
2018/19,regular,Regular: after round 3 vs after round 2,FC Ashdod,8,3
2018/19,regular,Regular: after round 3 vs after round 2,H. Beer Sheva,9,12
2018/19,regular,Regular: after round 3 vs after round 2,Hapoel Hadera,1,2
2018/19,regular,Regular: after round 3 vs after round 2,Hapoel Raanana,4,9
2018/19,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,12,7
2018/19,regular,Regular: after round 3 vs after round 2,M. Petah Tikva,2,4
2018/19,regular,Regular: after round 3 vs after round 2,M. Tel Aviv,3,1
2018/19,regular,Regular: after round 3 vs after round 2,Maccabi Haifa,7,8
2018/19,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,13,14
2018/19,regular,Regular: after round 4 vs after round 3,B. Jerusalem,13,10
2018/19,regular,Regular: after round 4 vs after round 3,Bnei Sakhnin,10,11
2018/19,regular,Regular: after round 4 vs after round 3,Bnei Yehuda,11,12
2018/19,regular,Regular: after round 4 vs after round 3,FC Ashdod,3,4
2018/19,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,12,13
2018/19,regular,Regular: after round 4 vs after round 3,Hapoel Haifa,5,8
2018/19,regular,Regular: after round 4 vs after round 3,Hapoel Raanana,9,7
2018/19,regular,Regular: after round 4 vs after round 3,Hapoel Tel Aviv,6,5
2018/19,regular,Regular: after round 4 vs after round 3,Kiryat Shmona,7,6
2018/19,regular,Regular: after round 4 vs after round 3,M. Petah Tikva,4,3
2018/19,regular,Regular: after round 4 vs after round 3,Maccabi Haifa,8,9
2018/19,regular,Regular: after round 5 vs after round 4,B. Jerusalem,10,13
2018/19,regular,Regular: after round 5 vs after round 4,Bnei Sakhnin,11,14
2018/19,regular,Regular: after round 5 vs after round 4,Bnei Yehuda,12,6
2018/19,regular,Regular: after round 5 vs after round 4,FC Ashdod,4,5
2018/19,regular,Regular: after round 5 vs after round 4,H. Beer Sheva,13,11
2018/19,regular,Regular: after round 5 vs after round 4,Hapoel Hadera,2,1
2018/19,regular,Regular: after round 5 vs after round 4,Hapoel Raanana,7,10
2018/19,regular,Regular: after round 5 vs after round 4,Hapoel Tel Aviv,5,7
2018/19,regular,Regular: after round 5 vs after round 4,Kiryat Shmona,6,4
2018/19,regular,Regular: after round 5 vs after round 4,M. Tel Aviv,1,2
2018/19,regular,Regular: after round 5 vs after round 4,Maccabi Netanya,14,12
2018/19,regular,Regular: after round 6 vs after round 5,B. Jerusalem,13,14
2018/19,regular,Regular: after round 6 vs after round 5,Bnei Sakhnin,14,9
2018/19,regular,Regular: after round 6 vs after round 5,Bnei Yehuda,6,3
2018/19,regular,Regular: after round 6 vs after round 5,FC Ashdod,5,6
2018/19,regular,Regular: after round 6 vs after round 5,H. Beer Sheva,11,7
2018/19,regular,Regular: after round 6 vs after round 5,Hapoel Haifa,8,12
2018/19,regular,Regular: after round 6 vs after round 5,Hapoel Raanana,10,11
2018/19,regular,Regular: after round 6 vs after round 5,Hapoel Tel Aviv,7,8
2018/19,regular,Regular: after round 6 vs after round 5,Kiryat Shmona,4,5
2018/19,regular,Regular: after round 6 vs after round 5,M. Petah Tikva,3,4
2018/19,regular,Regular: after round 6 vs after round 5,Maccabi Haifa,9,10
2018/19,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,12,13
2018/19,regular,Regular: after round 7 vs after round 6,FC Ashdod,6,7
2018/19,regular,Regular: after round 7 vs after round 6,H. Beer Sheva,7,4
2018/19,regular,Regular: after round 7 vs after round 6,Hapoel Hadera,1,2
2018/19,regular,Regular: after round 7 vs after round 6,Hapoel Haifa,12,11
2018/19,regular,Regular: after round 7 vs after round 6,Hapoel Raanana,11,13
2018/19,regular,Regular: after round 7 vs after round 6,Kiryat Shmona,5,6
2018/19,regular,Regular: after round 7 vs after round 6,M. Petah Tikva,4,5
2018/19,regular,Regular: after round 7 vs after round 6,M. Tel Aviv,2,1
2018/19,regular,Regular: after round 7 vs after round 6,Maccabi Haifa,10,12
2018/19,regular,Regular: after round 7 vs after round 6,Maccabi Netanya,13,10
2018/19,regular,Regular: after round 8 vs after round 7,Bnei Sakhnin,9,12
2018/19,regular,Regular: after round 8 vs after round 7,FC Ashdod,7,9
2018/19,regular,Regular: after round 8 vs after round 7,H. Beer Sheva,4,5
2018/19,regular,Regular: after round 8 vs after round 7,Hapoel Haifa,11,13
2018/19,regular,Regular: after round 8 vs after round 7,Hapoel Raanana,13,10
2018/19,regular,Regular: after round 8 vs after round 7,Hapoel Tel Aviv,8,11
2018/19,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,6,4
2018/19,regular,Regular: after round 8 vs after round 7,M. Petah Tikva,5,6
2018/19,regular,Regular: after round 8 vs after round 7,Maccabi Haifa,12,8
2018/19,regular,Regular: after round 8 vs after round 7,Maccabi Netanya,10,7
2018/19,regular,Regular: after round 9 vs after round 8,B. Jerusalem,14,13
2018/19,regular,Regular: after round 9 vs after round 8,Bnei Sakhnin,12,14
2018/19,regular,Regular: after round 9 vs after round 8,FC Ashdod,9,10
2018/19,regular,Regular: after round 9 vs after round 8,Hapoel Haifa,13,8
2018/19,regular,Regular: after round 9 vs after round 8,Hapoel Raanana,10,11
2018/19,regular,Regular: after round 9 vs after round 8,Hapoel Tel Aviv,11,12
