season,stage,segment_label,team,prev_rank,new_rank
2010/11,regular,Regular: after round 22 vs after round 21,H. Ashkelon,13,14
2010/11,regular,Regular: after round 22 vs after round 21,H. Beer Sheva,8,9
2010/11,regular,Regular: after round 22 vs after round 21,H. Petah Tikva,14,13
2010/11,regular,Regular: after round 22 vs after round 21,Hapoel Haifa,7,8
2010/11,regular,Regular: after round 22 vs after round 21,Maccabi Netanya,9,7
2010/11,regular,Regular: after round 23 vs after round 22,Bnei Yehuda,10,9
2010/11,regular,Regular: after round 23 vs after round 22,H. Beer Sheva,9,10
2010/11,regular,Regular: after round 23 vs after round 22,Hapoel Acre,5,6
2010/11,regular,Regular: after round 23 vs after round 22,M. Petah Tikva,6,5
2010/11,regular,Regular: after round 24 vs after round 23,Bnei Yehuda,9,7
2010/11,regular,Regular: after round 24 vs after round 23,Hapoel Haifa,8,9
2010/11,regular,Regular: after round 24 vs after round 23,Hapoel Tel Aviv,2,1
2010/11,regular,Regular: after round 24 vs after round 23,Maccabi Haifa,1,2
2010/11,regular,Regular: after round 24 vs after round 23,Maccabi Netanya,7,8
2010/11,regular,Regular: after round 25 vs after round 24,Bnei Sakhnin,15,14
2010/11,regular,Regular: after round 25 vs after round 24,Bnei Yehuda,7,6
2010/11,regular,Regular: after round 25 vs after round 24,H. Ashkelon,14,15
2010/11,regular,Regular: after round 25 vs after round 24,Hapoel Acre,6,8
2010/11,regular,Regular: after round 25 vs after round 24,Hapoel Haifa,9,7
2010/11,regular,Regular: after round 25 vs after round 24,Hapoel Tel Aviv,1,2
2010/11,regular,Regular: after round 25 vs after round 24,Maccabi Haifa,2,1
2010/11,regular,Regular: after round 25 vs after round 24,Maccabi Netanya,8,9
2010/11,regular,Regular: after round 26 vs after round 25,B. Jerusalem,12,11
2010/11,regular,Regular: after round 26 vs after round 25,FC Ashdod,11,12
2010/11,regular,Regular: after round 26 vs after round 25,Hapoel Acre,8,7
2010/11,regular,Regular: after round 26 vs after round 25,Hapoel Haifa,7,8
2010/11,regular,Regular: after round 27 vs after round 26,Bnei Yehuda,6,8
2010/11,regular,Regular: after round 27 vs after round 26,Hapoel Acre,7,6
2010/11,regular,Regular: after round 27 vs after round 26,Hapoel Haifa,8,9
2010/11,regular,Regular: after round 27 vs after round 26,Maccabi Netanya,9,7
2010/11,regular,Regular: after round 28 vs after round 27,B. Jerusalem,11,12
2010/11,regular,Regular: after round 28 vs after round 27,Bnei Sakhnin,14,15
2010/11,regular,Regular: after round 28 vs after round 27,Bnei Yehuda,8,5
2010/11,regular,Regular: after round 28 vs after round 27,FC Ashdod,12,11
2010/11,regular,Regular: after round 28 vs after round 27,H. Ashkelon,15,14
2010/11,regular,Regular: after round 28 vs after round 27,Hapoel Acre,6,7
2010/11,regular,Regular: after round 28 vs after round 27,M. Petah Tikva,5,6
2010/11,regular,Regular: after round 28 vs after round 27,Maccabi Netanya,7,8
2010/11,regular,Regular: after round 29 vs after round 28,B. Jerusalem,12,10
2010/11,regular,Regular: after round 29 vs after round 28,Bnei Sakhnin,15,14
2010/11,regular,Regular: after round 29 vs after round 28,H. Ashkelon,14,15
2010/11,regular,Regular: after round 29 vs after round 28,H. Beer Sheva,10,12
2010/11,regular,Regular: after round 29 vs after round 28,Hapoel Acre,7,9
2010/11,regular,Regular: after round 29 vs after round 28,Hapoel Haifa,9,8
2010/11,regular,Regular: after round 29 vs after round 28,M. Petah Tikva,6,7
2010/11,regular,Regular: after round 29 vs after round 28,Maccabi Netanya,8,6
2010/11,regular,Regular: after round 30 vs after round 29,Bnei Sakhnin,14,15
2010/11,regular,Regular: after round 30 vs after round 29,FC Ashdod,11,12
2010/11,regular,Regular: after round 30 vs after round 29,H. Ashkelon,15,14
2010/11,regular,Regular: after round 30 vs after round 29,H. Beer Sheva,12,11
2010/11,regular,Regular: after round 30 vs after round 29,Hapoel Haifa,8,7
2010/11,regular,Regular: after round 30 vs after round 29,M. Petah Tikva,7,8
2010/11,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Bnei Yehuda,5,6
2010/11,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Hapoel Tel Aviv,2,1
2010/11,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Kiryat Shmona,4,5
2010/11,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Maccabi Haifa,1,2
2010/11,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Maccabi Netanya,6,4
2010/11,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Hapoel Tel Aviv,1,2
2010/11,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Kiryat Shmona,5,4
2010/11,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,M. Tel Aviv,3,5
2010/11,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Maccabi Haifa,2,1
2010/11,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Maccabi Netanya,4,3
2010/11,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Bnei Yehuda,6,4
2010/11,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Kiryat Shmona,4,5
2010/11,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,M. Tel Aviv,5,6
2010/11,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,Bnei Yehuda,4,3
2010/11,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,Maccabi Netanya,3,4
2010/11,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Kiryat Shmona,5,4
2010/11,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Maccabi Netanya,4,5
2011/12,regular,Regular: after round 2 vs after round 1,B. Jerusalem,7,3
2011/12,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,11,7
2011/12,regular,Regular: after round 2 vs after round 1,FC Ashdod,5,11
2011/12,regular,Regular: after round 2 vs after round 1,H Rishon leZion,3,2
2011/12,regular,Regular: after round 2 vs after round 1,H. Beer Sheva,9,14
2011/12,regular,Regular: after round 2 vs after round 1,Hapoel Haifa,10,15
2011/12,regular,Regular: after round 2 vs after round 1,Hapoel Tel Aviv,1,5
2011/12,regular,Regular: after round 2 vs after round 1,Kiryat Shmona,8,9
2011/12,regular,Regular: after round 2 vs after round 1,M. Petah Tikva,15,10
2011/12,regular,Regular: after round 2 vs after round 1,M. Tel Aviv,4,1
2011/12,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,2,4
2011/12,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,16,8
2011/12,regular,Regular: after round 2 vs after round 1,Ramat haSharon,14,16
2011/12,regular,Regular: after round 3 vs after round 2,B. Jerusalem,3,5
2011/12,regular,Regular: after round 3 vs after round 2,Bnei Sakhnin,7,3
2011/12,regular,Regular: after round 3 vs after round 2,Bnei Yehuda,13,10
2011/12,regular,Regular: after round 3 vs after round 2,FC Ashdod,11,8
2011/12,regular,Regular: after round 3 vs after round 2,H Rishon leZion,2,6
2011/12,regular,Regular: after round 3 vs after round 2,H. Petah Tikva,12,13
2011/12,regular,Regular: after round 3 vs after round 2,Hapoel Acre,6,4
2011/12,regular,Regular: after round 3 vs after round 2,Hapoel Tel Aviv,5,2
2011/12,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,9,11
2011/12,regular,Regular: after round 3 vs after round 2,M. Petah Tikva,10,7
2011/12,regular,Regular: after round 3 vs after round 2,Maccabi Haifa,4,9
2011/12,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,8,12
2011/12,regular,Regular: after round 4 vs after round 3,B. Jerusalem,5,3
2011/12,regular,Regular: after round 4 vs after round 3,Bnei Sakhnin,3,7
2011/12,regular,Regular: after round 4 vs after round 3,Bnei Yehuda,10,12
2011/12,regular,Regular: after round 4 vs after round 3,FC Ashdod,8,6
2011/12,regular,Regular: after round 4 vs after round 3,H Rishon leZion,6,9
2011/12,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,14,16
2011/12,regular,Regular: after round 4 vs after round 3,Hapoel Acre,4,8
2011/12,regular,Regular: after round 4 vs after round 3,M. Petah Tikva,7,5
2011/12,regular,Regular: after round 4 vs after round 3,Maccabi Haifa,9,4
2011/12,regular,Regular: after round 4 vs after round 3,Maccabi Netanya,12,10
2011/12,regular,Regular: after round 4 vs after round 3,Ramat haSharon,16,14
2011/12,regular,Regular: after round 5 vs after round 4,Bnei Sakhnin,7,5
2011/12,regular,Regular: after round 5 vs after round 4,Bnei Yehuda,12,8
2011/12,regular,Regular: after round 5 vs after round 4,FC Ashdod,6,11
2011/12,regular,Regular: after round 5 vs after round 4,H. Petah Tikva,13,14
2011/12,regular,Regular: after round 5 vs after round 4,Hapoel Acre,8,6
2011/12,regular,Regular: after round 5 vs after round 4,Hapoel Tel Aviv,2,1
2011/12,regular,Regular: after round 5 vs after round 4,Kiryat Shmona,11,12
2011/12,regular,Regular: after round 5 vs after round 4,M. Petah Tikva,5,4
2011/12,regular,Regular: after round 5 vs after round 4,M. Tel Aviv,1,2
2011/12,regular,Regular: after round 5 vs after round 4,Maccabi Haifa,4,7
2011/12,regular,Regular: after round 5 vs after round 4,Ramat haSharon,14,13
2011/12,regular,Regular: after round 6 vs after round 5,B. Jerusalem,3,6
2011/12,regular,Regular: after round 6 vs after round 5,Bnei Yehuda,8,7
2011/12,regular,Regular: after round 6 vs after round 5,FC Ashdod,11,12
2011/12,regular,Regular: after round 6 vs after round 5,H Rishon leZion,9,10
2011/12,regular,Regular: after round 6 vs after round 5,H. Petah Tikva,14,13
2011/12,regular,Regular: after round 6 vs after round 5,Hapoel Acre,6,9
2011/12,regular,Regular: after round 6 vs after round 5,Hapoel Tel Aviv,1,2
2011/12,regular,Regular: after round 6 vs after round 5,Kiryat Shmona,12,11
2011/12,regular,Regular: after round 6 vs after round 5,M. Petah Tikva,4,3
2011/12,regular,Regular: after round 6 vs after round 5,M. Tel Aviv,2,1
2011/12,regular,Regular: after round 6 vs after round 5,Maccabi Haifa,7,4
2011/12,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,10,8
2011/12,regular,Regular: after round 6 vs after round 5,Ramat haSharon,13,14
2011/12,regular,Regular: after round 7 vs after round 6,B. Jerusalem,6,10
2011/12,regular,Regular: after round 7 vs after round 6,Bnei Sakhnin,5,3
2011/12,regular,Regular: after round 7 vs after round 6,Bnei Yehuda,7,4
2011/12,regular,Regular: after round 7 vs after round 6,FC Ashdod,12,11
2011/12,regular,Regular: after round 7 vs after round 6,H Rishon leZion,10,12
2011/12,regular,Regular: after round 7 vs after round 6,H. Beer Sheva,16,15
2011/12,regular,Regular: after round 7 vs after round 6,Hapoel Acre,9,8
2011/12,regular,Regular: after round 7 vs after round 6,Hapoel Haifa,15,16
2011/12,regular,Regular: after round 7 vs after round 6,Kiryat Shmona,11,9
2011/12,regular,Regular: after round 7 vs after round 6,M. Petah Tikva,3,7
2011/12,regular,Regular: after round 7 vs after round 6,Maccabi Haifa,4,6
2011/12,regular,Regular: after round 7 vs after round 6,Maccabi Netanya,8,5
2011/12,regular,Regular: after round 8 vs after round 7,FC Ashdod,11,9
2011/12,regular,Regular: after round 8 vs after round 7,H. Petah Tikva,13,14
2011/12,regular,Regular: after round 8 vs after round 7,Hapoel Tel Aviv,2,1
2011/12,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,9,6
2011/12,regular,Regular: after round 8 vs after round 7,M. Petah Tikva,7,11
2011/12,regular,Regular: after round 8 vs after round 7,M. Tel Aviv,1,2
2011/12,regular,Regular: after round 8 vs after round 7,Maccabi Haifa,6,7
2011/12,regular,Regular: after round 8 vs after round 7,Ramat haSharon,14,13
2011/12,regular,Regular: after round 9 vs after round 8,B. Jerusalem,10,12
2011/12,regular,Regular: after round 9 vs after round 8,Bnei Yehuda,4,8
2011/12,regular,Regular: after round 9 vs after round 8,FC Ashdod,9,7
2011/12,regular,Regular: after round 9 vs after round 8,H Rishon leZion,12,13
2011/12,regular,Regular: after round 9 vs after round 8,H. Beer Sheva,15,16
2011/12,regular,Regular: after round 9 vs after round 8,Hapoel Acre,8,6
2011/12,regular,Regular: after round 9 vs after round 8,Hapoel Haifa,16,15
2011/12,regular,Regular: after round 9 vs after round 8,Hapoel Tel Aviv,1,2
2011/12,regular,Regular: after round 9 vs after round 8,Kiryat Shmona,6,5
2011/12,regular,Regular: after round 9 vs after round 8,M. Tel Aviv,2,1
2011/12,regular,Regular: after round 9 vs after round 8,Maccabi Haifa,7,9
2011/12,regular,Regular: after round 9 vs after round 8,Maccabi Netanya,5,4
2011/12,regular,Regular: after round 9 vs after round 8,Ramat haSharon,13,10
2011/12,regular,Regular: after round 10 vs after round 9,B. Jerusalem,12,11
2011/12,regular,Regular: after round 10 vs after round 9,Bnei Sakhnin,3,5
2011/12,regular,Regular: after round 10 vs after round 9,Bnei Yehuda,8,9
2011/12,regular,Regular: after round 10 vs after round 9,FC Ashdod,7,8
2011/12,regular,Regular: after round 10 vs after round 9,Hapoel Tel Aviv,2,1
2011/12,regular,Regular: after round 10 vs after round 9,Kiryat Shmona,5,3
2011/12,regular,Regular: after round 10 vs after round 9,M. Petah Tikva,11,12
2011/12,regular,Regular: after round 10 vs after round 9,M. Tel Aviv,1,2
2011/12,regular,Regular: after round 10 vs after round 9,Maccabi Haifa,9,7
2011/12,regular,Regular: after round 11 vs after round 10,Bnei Sakhnin,5,7
2011/12,regular,Regular: after round 11 vs after round 10,FC Ashdod,8,5
2011/12,regular,Regular: after round 11 vs after round 10,H Rishon leZion,13,14
2011/12,regular,Regular: after round 11 vs after round 10,H. Petah Tikva,14,13
2011/12,regular,Regular: after round 11 vs after round 10,Hapoel Acre,6,4
2011/12,regular,Regular: after round 11 vs after round 10,Maccabi Haifa,7,8
2011/12,regular,Regular: after round 11 vs after round 10,Maccabi Netanya,4,6
2011/12,regular,Regular: after round 12 vs after round 11,Bnei Sakhnin,7,6
2011/12,regular,Regular: after round 12 vs after round 11,Bnei Yehuda,9,10
2011/12,regular,Regular: after round 12 vs after round 11,Hapoel Acre,4,3
2011/12,regular,Regular: after round 12 vs after round 11,Kiryat Shmona,3,2
2011/12,regular,Regular: after round 12 vs after round 11,M. Tel Aviv,2,7
2011/12,regular,Regular: after round 12 vs after round 11,Maccabi Netanya,6,4
2011/12,regular,Regular: after round 12 vs after round 11,Ramat haSharon,10,9
2011/12,regular,Regular: after round 13 vs after round 12,B. Jerusalem,11,12
2011/12,regular,Regular: after round 13 vs after round 12,FC Ashdod,5,3
2011/12,regular,Regular: after round 13 vs after round 12,Hapoel Acre,3,7
2011/12,regular,Regular: after round 13 vs after round 12,M. Petah Tikva,12,11
2011/12,regular,Regular: after round 13 vs after round 12,M. Tel Aviv,7,8
2011/12,regular,Regular: after round 13 vs after round 12,Maccabi Haifa,8,4
2011/12,regular,Regular: after round 13 vs after round 12,Maccabi Netanya,4,5
2011/12,regular,Regular: after round 14 vs after round 13,Bnei Sakhnin,6,4
2011/12,regular,Regular: after round 14 vs after round 13,Bnei Yehuda,10,11
2011/12,regular,Regular: after round 14 vs after round 13,Hapoel Acre,7,8
2011/12,regular,Regular: after round 14 vs after round 13,M. Petah Tikva,11,10
2011/12,regular,Regular: after round 14 vs after round 13,M. Tel Aviv,8,9
2011/12,regular,Regular: after round 14 vs after round 13,Maccabi Haifa,4,6
2011/12,regular,Regular: after round 14 vs after round 13,Maccabi Netanya,5,7
2011/12,regular,Regular: after round 14 vs after round 13,Ramat haSharon,9,5
2011/12,regular,Regular: after round 15 vs after round 14,Bnei Sakhnin,4,5
2011/12,regular,Regular: after round 15 vs after round 14,Bnei Yehuda,11,10
2011/12,regular,Regular: after round 15 vs after round 14,H Rishon leZion,14,16
2011/12,regular,Regular: after round 15 vs after round 14,H. Beer Sheva,16,15
2011/12,regular,Regular: after round 15 vs after round 14,H. Petah Tikva,13,14
2011/12,regular,Regular: after round 15 vs after round 14,Hapoel Acre,8,4
2011/12,regular,Regular: after round 15 vs after round 14,Hapoel Haifa,15,13
2011/12,regular,Regular: after round 15 vs after round 14,Hapoel Tel Aviv,1,2
2011/12,regular,Regular: after round 15 vs after round 14,Kiryat Shmona,2,1
2011/12,regular,Regular: after round 15 vs after round 14,M. Petah Tikva,10,11
2011/12,regular,Regular: after round 15 vs after round 14,Maccabi Haifa,6,8
2011/12,regular,Regular: after round 15 vs after round 14,Ramat haSharon,5,6
2011/12,regular,Regular: after round 16 vs after round 15,Bnei Sakhnin,5,4
2011/12,regular,Regular: after round 16 vs after round 15,FC Ashdod,3,2
2011/12,regular,Regular: after round 16 vs after round 15,H. Beer Sheva,15,13
2011/12,regular,Regular: after round 16 vs after round 15,H. Petah Tikva,14,15
2011/12,regular,Regular: after round 16 vs after round 15,Hapoel Acre,4,7
2011/12,regular,Regular: after round 16 vs after round 15,Hapoel Haifa,13,14
2011/12,regular,Regular: after round 16 vs after round 15,Hapoel Tel Aviv,2,3
2011/12,regular,Regular: after round 16 vs after round 15,M. Tel Aviv,9,8
2011/12,regular,Regular: after round 16 vs after round 15,Maccabi Haifa,8,5
2011/12,regular,Regular: after round 16 vs after round 15,Maccabi Netanya,7,9
2011/12,regular,Regular: after round 17 vs after round 16,B. Jerusalem,12,13
2011/12,regular,Regular: after round 17 vs after round 16,Bnei Yehuda,10,9
2011/12,regular,Regular: after round 17 vs after round 16,H. Beer Sheva,13,15
2011/12,regular,Regular: after round 17 vs after round 16,H. Petah Tikva,15,12
2011/12,regular,Regular: after round 17 vs after round 16,Hapoel Acre,7,6
2011/12,regular,Regular: after round 17 vs after round 16,Maccabi Haifa,5,7
2011/12,regular,Regular: after round 17 vs after round 16,Maccabi Netanya,9,10
2011/12,regular,Regular: after round 17 vs after round 16,Ramat haSharon,6,5
2011/12,regular,Regular: after round 18 vs after round 17,B. Jerusalem,13,12
2011/12,regular,Regular: after round 18 vs after round 17,Bnei Sakhnin,4,3
2011/12,regular,Regular: after round 18 vs after round 17,Bnei Yehuda,9,7
2011/12,regular,Regular: after round 18 vs after round 17,H. Beer Sheva,15,13
2011/12,regular,Regular: after round 18 vs after round 17,H. Petah Tikva,12,14
2011/12,regular,Regular: after round 18 vs after round 17,Hapoel Acre,6,10
2011/12,regular,Regular: after round 18 vs after round 17,Hapoel Haifa,14,15
2011/12,regular,Regular: after round 18 vs after round 17,Hapoel Tel Aviv,3,4
2011/12,regular,Regular: after round 18 vs after round 17,M. Tel Aviv,8,5
2011/12,regular,Regular: after round 18 vs after round 17,Maccabi Haifa,7,6
2011/12,regular,Regular: after round 18 vs after round 17,Maccabi Netanya,10,8
2011/12,regular,Regular: after round 18 vs after round 17,Ramat haSharon,5,9
2011/12,regular,Regular: after round 19 vs after round 18,B. Jerusalem,12,15
2011/12,regular,Regular: after round 19 vs after round 18,Bnei Sakhnin,3,4
2011/12,regular,Regular: after round 19 vs after round 18,Bnei Yehuda,7,9
2011/12,regular,Regular: after round 19 vs after round 18,H. Petah Tikva,14,12
2011/12,regular,Regular: after round 19 vs after round 18,Hapoel Haifa,15,14
2011/12,regular,Regular: after round 19 vs after round 18,Hapoel Tel Aviv,4,3
2011/12,regular,Regular: after round 19 vs after round 18,Maccabi Haifa,6,8
2011/12,regular,Regular: after round 19 vs after round 18,Maccabi Netanya,8,6
2011/12,regular,Regular: after round 19 vs after round 18,Ramat haSharon,9,7
2011/12,regular,Regular: after round 20 vs after round 19,B. Jerusalem,15,12
2011/12,regular,Regular: after round 20 vs after round 19,Bnei Yehuda,9,7
2011/12,regular,Regular: after round 20 vs after round 19,H. Beer Sheva,13,14
2011/12,regular,Regular: after round 20 vs after round 19,H. Petah Tikva,12,13
2011/12,regular,Regular: after round 20 vs after round 19,Hapoel Acre,10,9
2011/12,regular,Regular: after round 20 vs after round 19,Hapoel Haifa,14,15
2011/12,regular,Regular: after round 20 vs after round 19,Maccabi Haifa,8,10
2011/12,regular,Regular: after round 20 vs after round 19,Maccabi Netanya,6,8
2011/12,regular,Regular: after round 20 vs after round 19,Ramat haSharon,7,6
2011/12,regular,Regular: after round 21 vs after round 20,B. Jerusalem,12,11
2011/12,regular,Regular: after round 21 vs after round 20,H. Beer Sheva,14,15
2011/12,regular,Regular: after round 21 vs after round 20,H. Petah Tikva,13,14
2011/12,regular,Regular: after round 21 vs after round 20,Hapoel Haifa,15,13
2011/12,regular,Regular: after round 21 vs after round 20,M. Petah Tikva,11,12
2011/12,regular,Regular: after round 22 vs after round 21,Bnei Yehuda,7,6
2011/12,regular,Regular: after round 22 vs after round 21,H. Beer Sheva,15,13
2011/12,regular,Regular: after round 22 vs after round 21,H. Petah Tikva,14,15
2011/12,regular,Regular: after round 22 vs after round 21,Hapoel Acre,9,7
2011/12,regular,Regular: after round 22 vs after round 21,Hapoel Haifa,13,14
2011/12,regular,Regular: after round 22 vs after round 21,Maccabi Haifa,10,8
2011/12,regular,Regular: after round 22 vs after round 21,Maccabi Netanya,8,10
2011/12,regular,Regular: after round 22 vs after round 21,Ramat haSharon,6,9
2011/12,regular,Regular: after round 23 vs after round 22,FC Ashdod,2,3
2011/12,regular,Regular: after round 23 vs after round 22,Hapoel Acre,7,8
2011/12,regular,Regular: after round 23 vs after round 22,Hapoel Tel Aviv,3,2
2011/12,regular,Regular: after round 23 vs after round 22,Maccabi Haifa,8,7
2011/12,regular,Regular: after round 23 vs after round 22,Maccabi Netanya,10,9
2011/12,regular,Regular: after round 23 vs after round 22,Ramat haSharon,9,10
2011/12,regular,Regular: after round 24 vs after round 23,B. Jerusalem,11,12
2011/12,regular,Regular: after round 24 vs after round 23,Bnei Yehuda,6,5
2011/12,regular,Regular: after round 24 vs after round 23,H. Beer Sheva,13,14
2011/12,regular,Regular: after round 24 vs after round 23,Hapoel Acre,8,6
2011/12,regular,Regular: after round 24 vs after round 23,Hapoel Haifa,14,13
2011/12,regular,Regular: after round 24 vs after round 23,M. Petah Tikva,12,11
2011/12,regular,Regular: after round 24 vs after round 23,M. Tel Aviv,5,7
2011/12,regular,Regular: after round 24 vs after round 23,Maccabi Haifa,7,8
2011/12,regular,Regular: after round 25 vs after round 24,H. Petah Tikva,15,13
2011/12,regular,Regular: after round 25 vs after round 24,Hapoel Acre,6,8
2011/12,regular,Regular: after round 25 vs after round 24,Hapoel Haifa,13,15
2011/12,regular,Regular: after round 25 vs after round 24,M. Tel Aviv,7,9
2011/12,regular,Regular: after round 25 vs after round 24,Maccabi Haifa,8,6
2011/12,regular,Regular: after round 25 vs after round 24,Maccabi Netanya,9,10
2011/12,regular,Regular: after round 25 vs after round 24,Ramat haSharon,10,7
2011/12,regular,Regular: after round 26 vs after round 25,Bnei Sakhnin,4,3
2011/12,regular,Regular: after round 26 vs after round 25,FC Ashdod,3,4
2011/12,regular,Regular: after round 26 vs after round 25,H. Beer Sheva,14,15
2011/12,regular,Regular: after round 26 vs after round 25,Hapoel Acre,8,7
2011/12,regular,Regular: after round 26 vs after round 25,Hapoel Haifa,15,14
2011/12,regular,Regular: after round 26 vs after round 25,Maccabi Netanya,10,8
2011/12,regular,Regular: after round 26 vs after round 25,Ramat haSharon,7,10
2011/12,regular,Regular: after round 27 vs after round 26,B. Jerusalem,12,14
2011/12,regular,Regular: after round 27 vs after round 26,Bnei Sakhnin,3,4
2011/12,regular,Regular: after round 27 vs after round 26,Bnei Yehuda,5,6
2011/12,regular,Regular: after round 27 vs after round 26,FC Ashdod,4,3
2011/12,regular,Regular: after round 27 vs after round 26,Hapoel Acre,7,9
2011/12,regular,Regular: after round 27 vs after round 26,Hapoel Haifa,14,11
2011/12,regular,Regular: after round 27 vs after round 26,M. Petah Tikva,11,12
2011/12,regular,Regular: after round 27 vs after round 26,M. Tel Aviv,9,7
2011/12,regular,Regular: after round 27 vs after round 26,Maccabi Haifa,6,5
2011/12,regular,Regular: after round 28 vs after round 27,B. Jerusalem,14,12
2011/12,regular,Regular: after round 28 vs after round 27,Bnei Yehuda,6,8
2011/12,regular,Regular: after round 28 vs after round 27,H. Beer Sheva,15,13
2011/12,regular,Regular: after round 28 vs after round 27,H. Petah Tikva,13,15
2011/12,regular,Regular: after round 28 vs after round 27,M. Petah Tikva,12,14
2011/12,regular,Regular: after round 28 vs after round 27,M. Tel Aviv,7,6
2011/12,regular,Regular: after round 28 vs after round 27,Maccabi Netanya,8,7
2011/12,regular,Regular: after round 29 vs after round 28,B. Jerusalem,12,11
2011/12,regular,Regular: after round 29 vs after round 28,Bnei Sakhnin,4,3
2011/12,regular,Regular: after round 29 vs after round 28,FC Ashdod,3,4
2011/12,regular,Regular: after round 29 vs after round 28,H. Beer Sheva,13,14
2011/12,regular,Regular: after round 29 vs after round 28,Hapoel Haifa,11,12
2011/12,regular,Regular: after round 29 vs after round 28,M. Petah Tikva,14,13
2011/12,regular,Regular: after round 29 vs after round 28,M. Tel Aviv,6,5
2011/12,regular,Regular: after round 29 vs after round 28,Maccabi Haifa,5,6
2011/12,regular,Regular: after round 30 vs after round 29,H. Beer Sheva,14,13
2011/12,regular,Regular: after round 30 vs after round 29,M. Petah Tikva,13,14
2011/12,regular,Regular: after round 30 vs after round 29,M. Tel Aviv,5,7
2011/12,regular,Regular: after round 30 vs after round 29,Maccabi Netanya,7,5
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Bnei Sakhnin,3,5
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Bnei Yehuda,6,3
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),FC Ashdod,4,6
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),M. Tel Aviv,7,8
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Maccabi Haifa,8,4
2011/12,championship_playoff,championship playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Maccabi Netanya,5,7
2011/12,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Bnei Yehuda,3,2
2011/12,championship_playoff,championship playoff: after mini-league round 32 vs after mini-league round 31,Hapoel Tel Aviv,2,3
2011/12,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Bnei Sakhnin,5,4
2011/12,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,FC Ashdod,6,7
2011/12,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Maccabi Haifa,4,6
2011/12,championship_playoff,championship playoff: after mini-league round 33 vs after mini-league round 32,Maccabi Netanya,7,5
2011/12,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,Bnei Sakhnin,4,6
2011/12,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,Maccabi Haifa,6,5
2011/12,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,Maccabi Netanya,5,4
2011/12,championship_playoff,championship playoff: after mini-league round 37 vs after mini-league round 36,Hapoel Tel Aviv,3,4
2011/12,championship_playoff,championship playoff: after mini-league round 37 vs after mini-league round 36,Maccabi Netanya,4,3
2011/12,relegation_playoff,relegation playoff: after mini-league round 31 vs halved-carry table (before any playoff match),B. Jerusalem,3,4
2011/12,relegation_playoff,relegation playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Hapoel Haifa,4,2
2011/12,relegation_playoff,relegation playoff: after mini-league round 31 vs halved-carry table (before any playoff match),Ramat haSharon,2,3
2011/12,relegation_playoff,relegation playoff: after mini-league round 35 vs after mini-league round 34,Hapoel Acre,1,2
2011/12,relegation_playoff,relegation playoff: after mini-league round 35 vs after mini-league round 34,Hapoel Haifa,2,1
2011/12,relegation_playoff,relegation playoff: after mini-league round 36 vs after mini-league round 35,Hapoel Acre,2,3
