season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points,source
2007/08,2007,B. Jerusalem,Bnei Yehuda,3,0,3,H,3,0,transfermarkt_fill
2007/08,2007,Maccabi Netanya,Maccabi Haifa,0,2,-2,A,0,3,transfermarkt_fill
2007/08,2007,B. Jerusalem,Bnei Yehuda,0,1,-1,A,0,3,transfermarkt_fill
2007/08,2007,FC Ashdod,Kiryat Shmona,0,0,0,D,1,1,transfermarkt_fill
2007/08,2007,H. Kfar Saba,Maccabi Herzlya,2,3,-1,A,0,3,transfermarkt_fill
2007/08,2007,B. Jerusalem,FC Ashdod,5,0,5,H,3,0,transfermarkt_fill
2007/08,2007,H. Kfar Saba,Maccabi Netanya,1,2,-1,A,0,3,transfermarkt_fill
2007/08,2007,FC Ashdod,Maccabi Netanya,1,6,-5,A,0,3,transfermarkt_fill
2007/08,2007,Bnei Sakhnin,B. Jerusalem,2,2,0,D,1,1,transfermarkt_fill
2007/08,2007,Maccabi Haifa,Bnei Yehuda,0,1,-1,A,0,3,transfermarkt_fill
2007/08,2007,Maccabi Herzlya,Maccabi Netanya,1,2,-1,A,0,3,transfermarkt_fill
2007/08,2007,M. Petah Tikva,Maccabi Herzlya,1,1,0,D,1,1,transfermarkt_fill
2007/08,2007,FC Ashdod,B. Jerusalem,1,2,-1,A,0,3,transfermarkt_fill
2007/08,2007,M. Petah Tikva,Bnei Sakhnin,2,0,2,H,3,0,transfermarkt_fill
2007/08,2007,Bnei Sakhnin,Maccabi Netanya,1,1,0,D,1,1,transfermarkt_fill
2007/08,2007,Bnei Sakhnin,Bnei Yehuda,1,3,-2,A,0,3,transfermarkt_fill
2007/08,2007,Bnei Sakhnin,Maccabi Haifa,1,0,1,H,3,0,transfermarkt_fill
2007/08,2007,B. Jerusalem,M. Petah Tikva,4,0,4,H,3,0,transfermarkt_fill
2007/08,2007,B. Jerusalem,Maccabi Herzlya,3,1,2,H,3,0,transfermarkt_fill
2007/08,2007,Kiryat Shmona,B. Jerusalem,0,3,-3,A,0,3,transfermarkt_fill
2007/08,2007,M. Tel Aviv,B. Jerusalem,0,0,0,D,1,1,transfermarkt_fill
2007/08,2007,B. Jerusalem,Maccabi Netanya,3,0,3,H,3,0,transfermarkt_fill
2007/08,2007,Kiryat Shmona,M. Petah Tikva,1,0,1,H,3,0,transfermarkt_fill
2007/08,2007,Maccabi Netanya,Bnei Yehuda,3,2,1,H,3,0,transfermarkt_fill
2007/08,2007,H. Kfar Saba,M. Petah Tikva,0,0,0,D,1,1,transfermarkt_fill
2007/08,2007,Bnei Sakhnin,Hapoel Tel Aviv,0,1,-1,A,0,3,transfermarkt_fill
2007/08,2007,Kiryat Shmona,Bnei Yehuda,2,1,1,H,3,0,transfermarkt_fill
2007/08,2007,M. Petah Tikva,Maccabi Netanya,0,0,0,D,1,1,transfermarkt_fill
2007/08,2007,Kiryat Shmona,Maccabi Netanya,0,0,0,D,1,1,transfermarkt_fill
2007/08,2007,Hapoel Tel Aviv,Maccabi Herzlya,0,2,-2,A,0,3,transfermarkt_fill
2007/08,2007,Kiryat Shmona,M. Petah Tikva,2,1,1,H,3,0,transfermarkt_fill
2007/08,2007,Bnei Yehuda,H. Kfar Saba,3,0,3,H,3,0,transfermarkt_fill
