season,rank,player,position,nationality,age,club,appearances,goals,player_url,source,scraped_at
2025/26,102,Iyad Khalaili,Right Winger,Israel,19,,21,2,https://www.transfermarkt.com/iyad-khalaili/profil/spieler/1121989,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.328115+00:00
2025/26,91,Roei Zikri,Left Winger,Israel,33,Hapoel Haifa,22,2,https://www.transfermarkt.com/roei-zikri/profil/spieler/411121,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.471267+00:00
2025/26,92,Silva Kani,Right Winger,"Israel, Togo",22,,22,2,https://www.transfermarkt.com/silva-kani/profil/spieler/783327,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.471267+00:00
2025/26,101,Asil Kna'ani,Centre-Forward,Israel,24,Maccabi Bnei Reineh,22,2,https://www.transfermarkt.com/asil-knaani/profil/spieler/1099219,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.327119+00:00
2025/26,77,Ilay Tamam,Central Midfield,Israel,24,FC Ashdod,23,2,https://www.transfermarkt.com/ilay-tamam/profil/spieler/781207,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.465259+00:00
2025/26,78,Rotem Keller,Left-Back,"Israel, Hungary",23,Maccabi Netanya,23,2,https://www.transfermarkt.com/rotem-keller/profil/spieler/781572,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.465259+00:00
2025/26,81,Itamar Noy,Defensive Midfield,"Israel, France",24,Maccabi Tel Aviv,23,2,https://www.transfermarkt.com/itamar-noy/profil/spieler/648091,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.466258+00:00
2025/26,82,Yonatan Teper,Defensive Midfield,Israel,25,Ironi Tiberias,23,2,https://www.transfermarkt.com/yonatan-teper/profil/spieler/834720,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.466258+00:00
2025/26,79,Mathew Anim Cudjoe,Attacking Midfield,Ghana,22,Ihud Bnei Sakhnin,24,2,https://www.transfermarkt.com/mathew-anim-cudjoe/profil/spieler/701322,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.465259+00:00
2025/26,80,Daniel Dappa,Centre-Forward,"Israel, Ghana",18,Hapoel Tel Aviv,24,2,https://www.transfermarkt.com/daniel-dappa/profil/spieler/1309653,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.465259+00:00
2025/26,87,Eden Shamir,Central Midfield,"Israel, Poland",30,Ihud Bnei Sakhnin,24,2,https://www.transfermarkt.com/eden-shamir/profil/spieler/204111,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.469324+00:00
2025/26,88,Chico,Centre-Back,Brazil,27,Hapoel Tel Aviv,24,2,https://www.transfermarkt.com/chico/profil/spieler/612342,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.469324+00:00
2025/26,89,Guy Mizrahi,Right-Back,"Israel, Spain",25,Hapoel Beer Sheva,24,2,https://www.transfermarkt.com/guy-mizrahi/profil/spieler/704071,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.470265+00:00
2025/26,90,Yonatan Farber,Attacking Midfield,Israel,24,Hapoel Haifa,24,2,https://www.transfermarkt.com/yonatan-farber/profil/spieler/926941,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.471267+00:00
2025/26,75,Or Blorian,Centre-Back,"Israel, Portugal",26,Hapoel Beer Sheva,25,2,https://www.transfermarkt.com/or-blorian/profil/spieler/468540,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/3,2026-06-08T09:50:36.777191+00:00
2025/26,86,Itay Rotman,Centre-Back,Israel,23,Hapoel Petah Tikva,26,2,https://www.transfermarkt.com/itay-rotman/profil/spieler/713007,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/4,2026-06-08T09:50:40.467257+00:00
2025/26,170,Bakary Konaté,Centre-Back,Mali,22,Maccabi Netanya,4,1,https://www.transfermarkt.com/bakary-konate/profil/spieler/1060543,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.487180+00:00
2025/26,122,Manuel Benson,Right Winger,"Angola, Belgium",29,Maccabi Haifa,5,1,https://www.transfermarkt.com/manuel-benson/profil/spieler/322702,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.336157+00:00
2025/26,168,Emmanuel Boateng,Centre-Forward,Ghana,29,Hapoel Tel Aviv,5,1,https://www.transfermarkt.com/emmanuel-boateng/profil/spieler/332612,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.486179+00:00
2025/26,169,Niv Gabay,Centre-Forward,Israel,18,Maccabi Haifa,5,1,https://www.transfermarkt.com/niv-gabay/profil/spieler/1474305,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.486179+00:00
2025/26,136,Mamady Diarra,Right Winger,Mali,25,Hapoel Petah Tikva,6,1,https://www.transfermarkt.com/mamady-diarra/profil/spieler/402002,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.229271+00:00
2025/26,167,Johan N'zi,Attacking Midfield,"Madagascar, France",31,Ihud Bnei Sakhnin,6,1,https://www.transfermarkt.com/johan-nzi/profil/spieler/523777,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.485228+00:00
2025/26,166,Yonas Malede,Centre-Forward,"Israel, Ethiopia",26,Maccabi Tel Aviv,7,1,https://www.transfermarkt.com/yonas-malede/profil/spieler/211845,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.485228+00:00
2025/26,121,Boris Enow,Central Midfield,Cameroon,26,Beitar Jerusalem,8,1,https://www.transfermarkt.com/boris-enow/profil/spieler/624829,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.335141+00:00
2025/26,165,Ziv Morgan,Centre-Back,"Israel, Portugal",26,Hapoel Tel Aviv,8,1,https://www.transfermarkt.com/ziv-morgan/profil/spieler/466541,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.483170+00:00
2025/26,163,Ilay Hajaj,Right Midfield,Israel,24,,9,1,https://www.transfermarkt.com/ilay-hajaj/profil/spieler/916992,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.482203+00:00
2025/26,164,Luccas Paraizo,Centre-Forward,Brazil,23,Maccabi Netanya,9,1,https://www.transfermarkt.com/luccas-paraizo/profil/spieler/1075186,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.482203+00:00
2025/26,162,Gil Cohen,Centre-Back,"Israel, Portugal",25,Beitar Jerusalem,10,1,https://www.transfermarkt.com/gil-cohen/profil/spieler/211897,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.481168+00:00
2025/26,135,Yonatan Cohen,Left Winger,"Israel, Poland",29,Hapoel Petah Tikva,11,1,https://www.transfermarkt.com/yonatan-cohen/profil/spieler/408026,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.228272+00:00
2025/26,161,Omri Shamir,Defensive Midfield,Israel,22,Maccabi Netanya,11,1,https://www.transfermarkt.com/omri-shamir/profil/spieler/761327,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.481168+00:00
2025/26,160,Arial Mendy,Left-Back,Senegal,31,,12,1,https://www.transfermarkt.com/arial-mendy/profil/spieler/422715,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.481168+00:00
2025/26,158,Itay Buganim,Right Winger,Israel,24,Hapoel Haifa,13,1,https://www.transfermarkt.com/itay-buganim/profil/spieler/851779,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.480231+00:00
2025/26,159,Ibeh Ransom,Centre-Forward,"Nigeria, Israel",22,Hapoel Jerusalem,13,1,https://www.transfermarkt.com/ibeh-ransom/profil/spieler/951357,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.481168+00:00
2025/26,134,Ofir Davidzada,Left-Back,Israel,34,Hapoel Beer Sheva,14,1,https://www.transfermarkt.com/ofir-davidzada/profil/spieler/140570,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.228272+00:00
2025/26,157,Eylon Almog,Left Winger,"Israel, Portugal",27,,15,1,https://www.transfermarkt.com/eylon-almog/profil/spieler/396641,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.480231+00:00
2025/26,133,Shai Elias,Defensive Midfield,"Israel, Portugal",27,Hapoel Beer Sheva,16,1,https://www.transfermarkt.com/shai-elias/profil/spieler/482427,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.228272+00:00
2025/26,153,Peter Agba,Defensive Midfield,Nigeria,23,Maccabi Haifa,16,1,https://www.transfermarkt.com/peter-agba/profil/spieler/666592,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.479169+00:00
2025/26,154,Golan Beni,Central Midfield,Israel,25,Hapoel Petah Tikva,16,1,https://www.transfermarkt.com/golan-beni/profil/spieler/696937,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.479169+00:00
2025/26,155,Noam Ben Harush,Right-Back,Israel,20,Maccabi Tel Aviv,16,1,https://www.transfermarkt.com/noam-ben-harush/profil/spieler/982568,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.479169+00:00
2025/26,156,Ahmad Taha,Defensive Midfield,Israel,21,,16,1,https://www.transfermarkt.com/ahmad-taha/profil/spieler/1083166,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.480231+00:00
2025/26,132,Matan Hozez,Right Winger,"Israel, Portugal",29,Hapoel Jerusalem,17,1,https://www.transfermarkt.com/matan-hozez/profil/spieler/347272,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.228272+00:00
2025/26,151,Usman Mohammed,Central Midfield,Nigeria,31,Ironi Tiberias,17,1,https://www.transfermarkt.com/usman-mohammed/profil/spieler/409103,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.478254+00:00
2025/26,152,Heitor,Centre-Back,Brazil,25,Maccabi Tel Aviv,17,1,https://www.transfermarkt.com/heitor/profil/spieler/815672,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/7,2026-06-08T09:50:46.479169+00:00
2025/26,131,Mohamad Amer,Left-Back,Israel,22,FC Ashdod,18,1,https://www.transfermarkt.com/mohamad-amer/profil/spieler/1048446,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.227272+00:00
2025/26,145,Miladin Stevanovic,Centre-Back,Serbia,30,Maccabi Bnei Reineh,18,1,https://www.transfermarkt.com/miladin-stevanovic/profil/spieler/222838,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.231293+00:00
2025/26,146,Liran Sardal,Defensive Midfield,Israel,31,Hapoel Haifa,18,1,https://www.transfermarkt.com/liran-sardal/profil/spieler/289982,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.231293+00:00
2025/26,147,Mohamed Camara,Centre-Back,Guinea,28,Maccabi Tel Aviv,18,1,https://www.transfermarkt.com/mohamed-camara/profil/spieler/426723,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.231293+00:00
2025/26,148,Anis Porat Ayash,Left Winger,Israel,20,Hapoel Haifa,18,1,https://www.transfermarkt.com/anis-porat-ayash/profil/spieler/1174940,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.232310+00:00
2025/26,149,Boni Amian,Central Midfield,Cote d'Ivoire,23,Hapoel Petah Tikva,18,1,https://www.transfermarkt.com/boni-amian/profil/spieler/1217375,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.232310+00:00
2025/26,150,Tamir Haimovich,Centre-Back,Israel,23,Hapoel Jerusalem,18,1,https://www.transfermarkt.com/tamir-haimovich/profil/spieler/1305028,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.232310+00:00
2025/26,118,Maxim Plakushchenko,Central Midfield,"Israel, Ukraine",30,Maccabi Netanya,19,1,https://www.transfermarkt.com/maxim-plakushchenko/profil/spieler/347275,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.333116+00:00
2025/26,119,Daniel Joulani,Left-Back,"Ukraine, Israel",23,Ironi Tiberias,19,1,https://www.transfermarkt.com/daniel-joulani/profil/spieler/713005,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.334121+00:00
2025/26,120,Lisav Naif Eissat,Centre-Back,"Romania, Israel",21,Maccabi Haifa,19,1,https://www.transfermarkt.com/lisav-naif-eissat/profil/spieler/1057319,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.334121+00:00
2025/26,130,David Keltjens,Defensive Midfield,"Israel, Netherlands",30,Ironi Tiberias,19,1,https://www.transfermarkt.com/david-keltjens/profil/spieler/326427,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.227272+00:00
2025/26,144,Baseel Khuri,Centre-Forward,Israel,22,Ihud Bnei Sakhnin,19,1,https://www.transfermarkt.com/baseel-khuri/profil/spieler/1086958,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.231293+00:00
2025/26,117,Roei Gordana,Central Midfield,Israel,35,FC Ashdod,21,1,https://www.transfermarkt.com/roei-gordana/profil/spieler/129722,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.333116+00:00
2025/26,126,Aviv Avraham,Central Midfield,"Israel, Ethiopia",30,Ironi Kiryat Shmona,21,1,https://www.transfermarkt.com/aviv-avraham/profil/spieler/347271,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.226272+00:00
2025/26,127,Luka Gadrani,Centre-Back,Georgia,29,Beitar Jerusalem,21,1,https://www.transfermarkt.com/luka-gadrani/profil/spieler/431453,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.226272+00:00
2025/26,128,Aziz Ouattara,Defensive Midfield,Cote d'Ivoire,25,Maccabi Netanya,21,1,https://www.transfermarkt.com/aziz-ouattara/profil/spieler/678100,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.227272+00:00
2025/26,129,Noam Muche,Central Midfield,"Israel, Ethiopia",22,FC Ashdod,21,1,https://www.transfermarkt.com/noam-muche/profil/spieler/919540,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.227272+00:00
2025/26,143,Gontie Junior Diomandé,Attacking Midfield,Cote d'Ivoire,22,Maccabi Netanya,21,1,https://www.transfermarkt.com/gontie-junior-diomande/profil/spieler/920394,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.230263+00:00
2025/26,109,Roy Revivo,Left-Back,Israel,22,Maccabi Tel Aviv,22,1,https://www.transfermarkt.com/roy-revivo/profil/spieler/919538,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.330117+00:00
2025/26,140,Eyad Abu Abaid,Centre-Back,Israel,31,,22,1,https://www.transfermarkt.com/eyad-abu-abaid/profil/spieler/298102,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.229271+00:00
2025/26,141,Saar Fadida,Attacking Midfield,"Israel, France",29,,22,1,https://www.transfermarkt.com/saar-fadida/profil/spieler/458464,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.230263+00:00
2025/26,142,Yuval Sade,Defensive Midfield,"Israel, Romania",25,Maccabi Netanya,22,1,https://www.transfermarkt.com/yuval-sade/profil/spieler/661754,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.230263+00:00
2025/26,114,Mohamad Shaker,Right Winger,Israel,29,Maccabi Bnei Reineh,23,1,https://www.transfermarkt.com/mohamad-shaker/profil/spieler/212003,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.331116+00:00
2025/26,115,Niv Gotlieb,Attacking Midfield,"Israel, Serbia",23,Ironi Tiberias,23,1,https://www.transfermarkt.com/niv-gotlieb/profil/spieler/848015,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.331116+00:00
2025/26,124,Sambinha,Centre-Back,"Guinea-Bissau, Portugal",33,Ironi Tiberias,23,1,https://www.transfermarkt.com/sambinha/profil/spieler/276899,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.337125+00:00
2025/26,125,Tyrese Asante,Centre-Back,"Netherlands, Ghana",24,Maccabi Tel Aviv,23,1,https://www.transfermarkt.com/tyrese-asante/profil/spieler/811805,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.338120+00:00
2025/26,138,Abdallah Jaber,Left-Back,"Palestine, Israel",33,Maccabi Bnei Reineh,23,1,https://www.transfermarkt.com/abdallah-jaber/profil/spieler/325545,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.229271+00:00
2025/26,139,Ilay Elmkies,Central Midfield,"Israel, France",26,,23,1,https://www.transfermarkt.com/ilay-elmkies/profil/spieler/443752,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.229271+00:00
2025/26,110,Dor Micha,Attacking Midfield,"Israel, Portugal",34,Beitar Jerusalem,24,1,https://www.transfermarkt.com/dor-micha/profil/spieler/178195,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.330117+00:00
2025/26,116,Nemanja Ljubisavljevic,Centre-Back,Serbia,29,Ironi Kiryat Shmona,24,1,https://www.transfermarkt.com/nemanja-ljubisavljevic/profil/spieler/489825,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.332118+00:00
2025/26,111,Eli Balilti,Left-Back,Israel,32,Ironi Tiberias,25,1,https://www.transfermarkt.com/eli-balilti/profil/spieler/384707,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.330117+00:00
2025/26,112,Alon Azugi,Right-Back,"Israel, Portugal",26,Ihud Bnei Sakhnin,25,1,https://www.transfermarkt.com/alon-azugi/profil/spieler/466534,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.330117+00:00
2025/26,113,Amir Ganah,Left Winger,"Israel, Portugal",21,Hapoel Beer Sheva,25,1,https://www.transfermarkt.com/amir-ganah/profil/spieler/966005,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.331116+00:00
2025/26,137,George Diba,Centre-Back,Israel,27,Hapoel Haifa,25,1,https://www.transfermarkt.com/george-diba/profil/spieler/481337,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/6,2026-06-08T09:50:44.229271+00:00
2025/26,123,Ovadia Darwish,Right-Back,Israel,27,Ironi Kiryat Shmona,26,1,https://www.transfermarkt.com/ovadia-darwish/profil/spieler/531146,https://www.transfermarkt.com/ligat-haal/torschuetzenliste/wettbewerb/ISR1/saison_id/2025/page/5,2026-06-08T09:50:42.337125+00:00
