season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2023/24,regular,26,26,H. Petah Tikva,14,14,19.0,22.0,3.0,8,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,H. Jerusalem,1,1,34.0,25.0,9.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,M. Petah Tikva,2,2,30.0,25.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,Hapoel Hadera,3,3,29.0,25.0,4.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,B. Jerusalem,4,4,28.0,25.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,Maccabi Netanya,5,5,28.0,25.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,Hapoel Tel Aviv,6,6,26.0,25.0,1.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,FC Ashdod,7,7,25.0,25.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,1,27,H. Petah Tikva,8,8,20.0,25.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,H. Jerusalem,1,1,37.0,26.0,11.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,Hapoel Hadera,2,2,32.0,26.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,M. Petah Tikva,3,3,30.0,26.0,4.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,Maccabi Netanya,4,4,29.0,26.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,B. Jerusalem,5,5,28.0,26.0,2.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,Hapoel Tel Aviv,6,6,27.0,26.0,1.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,FC Ashdod,7,7,26.0,26.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,2,28,H. Petah Tikva,8,8,21.0,26.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,H. Jerusalem,1,1,37.0,27.0,10.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,Hapoel Hadera,2,2,33.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,M. Petah Tikva,3,3,33.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,Maccabi Netanya,4,4,32.0,27.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,B. Jerusalem,5,5,31.0,27.0,4.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,Hapoel Tel Aviv,6,6,27.0,27.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,FC Ashdod,7,7,27.0,27.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,3,29,H. Petah Tikva,8,8,21.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,H. Jerusalem,1,1,40.0,27.0,13.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,Maccabi Netanya,2,2,35.0,27.0,8.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,B. Jerusalem,3,3,34.0,27.0,7.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,Hapoel Hadera,4,4,33.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,M. Petah Tikva,5,5,33.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,FC Ashdod,6,6,30.0,27.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,Hapoel Tel Aviv,7,7,27.0,27.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,4,30,H. Petah Tikva,8,8,21.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,H. Jerusalem,1,1,40.0,30.0,10.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,M. Petah Tikva,2,2,36.0,30.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,B. Jerusalem,3,3,35.0,30.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,Maccabi Netanya,4,4,35.0,30.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,Hapoel Hadera,5,5,33.0,30.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,FC Ashdod,6,6,31.0,30.0,1.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,Hapoel Tel Aviv,7,7,30.0,30.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,5,31,H. Petah Tikva,8,8,24.0,30.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,H. Jerusalem,1,1,43.0,30.0,13.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,M. Petah Tikva,2,2,39.0,30.0,9.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,Hapoel Hadera,3,3,36.0,30.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,B. Jerusalem,4,4,35.0,30.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,Maccabi Netanya,5,5,35.0,30.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,FC Ashdod,6,6,34.0,30.0,4.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,Hapoel Tel Aviv,7,7,30.0,30.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,6,32,H. Petah Tikva,8,8,24.0,30.0,6.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,H. Jerusalem,1,1,43.0,33.0,10.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,M. Petah Tikva,2,2,40.0,33.0,7.0,2,False,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,Maccabi Netanya,3,3,38.0,33.0,5.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,FC Ashdod,4,4,37.0,33.0,4.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,B. Jerusalem,5,5,36.0,33.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,Hapoel Hadera,6,6,36.0,33.0,3.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,Hapoel Tel Aviv,7,7,33.0,33.0,0.0,2,True,full_season_with_relegation_playoff
2023/24,relegation_playoff,7,33,H. Petah Tikva,8,8,24.0,33.0,9.0,2,False,full_season_with_relegation_playoff
2024/25,regular,1,1,M. Bnei Reineh,1,1,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,M. Tel Aviv,2,2,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,Maccabi Haifa,3,3,2.0,0.0,2.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,Bnei Sakhnin,4,4,2.0,0.0,2.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,B. Jerusalem,5,5,2.0,0.0,2.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,H. Beer Sheva,6,6,1.0,0.0,1.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,Hapoel Hadera,7,7,1.0,0.0,1.0,8,False,full_season_with_relegation_playoff
2024/25,regular,1,1,Hapoel Haifa,8,7,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,FC Ashdod,9,10,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,H. Jerusalem,10,11,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,Kiryat Shmona,11,12,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,Maccabi Netanya,12,9,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,M. Petah Tikva,13,13,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,1,1,Ironi Tiberias,14,14,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,M. Tel Aviv,1,1,6.0,0.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,M. Bnei Reineh,2,2,6.0,0.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,Maccabi Haifa,3,3,5.0,0.0,5.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,Bnei Sakhnin,4,4,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,FC Ashdod,5,5,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,Ironi Tiberias,6,6,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,H. Beer Sheva,7,7,2.0,0.0,2.0,8,False,full_season_with_relegation_playoff
2024/25,regular,2,2,B. Jerusalem,8,8,2.0,0.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,Hapoel Hadera,9,9,2.0,0.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,H. Jerusalem,10,10,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,Hapoel Haifa,11,11,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,Kiryat Shmona,12,12,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,Maccabi Netanya,13,13,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,2,2,M. Petah Tikva,14,14,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,M. Tel Aviv,1,1,9.0,1.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,M. Bnei Reineh,2,2,7.0,1.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,Maccabi Haifa,3,3,6.0,1.0,5.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,B. Jerusalem,4,4,5.0,1.0,4.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,Bnei Sakhnin,5,6,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,Hapoel Haifa,6,5,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,FC Ashdod,7,7,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,3,3,Kiryat Shmona,8,8,3.0,1.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,M. Petah Tikva,9,9,3.0,1.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,Ironi Tiberias,10,10,3.0,1.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,H. Beer Sheva,11,11,2.0,1.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,Hapoel Hadera,12,12,2.0,1.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,H. Jerusalem,13,13,1.0,1.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,3,3,Maccabi Netanya,14,14,0.0,1.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,M. Tel Aviv,1,1,12.0,2.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,M. Bnei Reineh,2,2,10.0,2.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,B. Jerusalem,3,3,8.0,2.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,Maccabi Haifa,4,4,6.0,2.0,4.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,Ironi Tiberias,5,5,6.0,2.0,4.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,Hapoel Haifa,6,6,5.0,2.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,H. Beer Sheva,7,7,5.0,2.0,3.0,8,False,full_season_with_relegation_playoff
2024/25,regular,4,4,Bnei Sakhnin,8,8,4.0,2.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,FC Ashdod,9,9,4.0,2.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,M. Petah Tikva,10,10,4.0,2.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,Kiryat Shmona,11,11,3.0,2.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,Maccabi Netanya,12,12,3.0,2.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,Hapoel Hadera,13,13,2.0,2.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,4,4,H. Jerusalem,14,14,1.0,2.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,M. Tel Aviv,1,1,13.0,3.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,B. Jerusalem,2,2,11.0,3.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,M. Bnei Reineh,3,3,10.0,3.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,Maccabi Haifa,4,4,9.0,3.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,H. Beer Sheva,5,5,8.0,3.0,5.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,Bnei Sakhnin,6,6,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,FC Ashdod,7,7,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2024/25,regular,5,5,Ironi Tiberias,8,8,7.0,3.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,Hapoel Haifa,9,9,5.0,3.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,H. Jerusalem,10,10,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,M. Petah Tikva,11,11,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,Maccabi Netanya,12,12,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,Kiryat Shmona,13,13,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,5,5,Hapoel Hadera,14,14,2.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,M. Tel Aviv,1,1,16.0,3.0,13.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,Maccabi Haifa,2,2,12.0,3.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,B. Jerusalem,3,3,12.0,3.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,H. Beer Sheva,4,4,11.0,3.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,M. Bnei Reineh,5,5,10.0,3.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,Hapoel Haifa,6,6,8.0,3.0,5.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,Ironi Tiberias,7,7,8.0,3.0,5.0,8,False,full_season_with_relegation_playoff
2024/25,regular,6,6,FC Ashdod,8,8,7.0,3.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,Bnei Sakhnin,9,9,7.0,3.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,M. Petah Tikva,10,10,7.0,3.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,H. Jerusalem,11,11,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,Kiryat Shmona,12,12,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,Hapoel Hadera,13,14,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,6,6,Maccabi Netanya,14,13,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,M. Tel Aviv,1,1,19.0,4.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,H. Beer Sheva,2,2,14.0,4.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,M. Bnei Reineh,3,3,13.0,4.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,Maccabi Haifa,4,4,12.0,4.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,B. Jerusalem,5,5,12.0,4.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,Hapoel Haifa,6,6,11.0,4.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,Bnei Sakhnin,7,7,10.0,4.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,7,7,Ironi Tiberias,8,8,8.0,4.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,FC Ashdod,9,9,7.0,4.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,H. Jerusalem,10,10,7.0,4.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,M. Petah Tikva,11,11,7.0,4.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,Hapoel Hadera,12,13,4.0,4.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,Maccabi Netanya,13,12,4.0,4.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,7,7,Kiryat Shmona,14,14,4.0,4.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,M. Tel Aviv,1,1,19.0,4.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,Maccabi Haifa,2,2,15.0,4.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,H. Beer Sheva,3,3,15.0,4.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,B. Jerusalem,4,4,15.0,4.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,Hapoel Haifa,5,5,14.0,4.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,M. Bnei Reineh,6,6,14.0,4.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,Bnei Sakhnin,7,7,10.0,4.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,8,8,H. Jerusalem,8,8,10.0,4.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,FC Ashdod,9,9,8.0,4.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,Ironi Tiberias,10,10,8.0,4.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,M. Petah Tikva,11,11,8.0,4.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,Kiryat Shmona,12,12,7.0,4.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,Hapoel Hadera,13,13,4.0,4.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,8,8,Maccabi Netanya,14,14,4.0,4.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,M. Tel Aviv,1,1,19.0,7.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,Maccabi Haifa,2,2,18.0,7.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,H. Beer Sheva,3,3,18.0,7.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,B. Jerusalem,4,4,18.0,7.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,Hapoel Haifa,5,6,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,M. Bnei Reineh,6,5,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,Bnei Sakhnin,7,7,13.0,7.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,9,9,H. Jerusalem,8,8,10.0,7.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,Kiryat Shmona,9,9,10.0,7.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,Ironi Tiberias,10,10,9.0,7.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,M. Petah Tikva,11,11,9.0,7.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,FC Ashdod,12,12,8.0,7.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,Maccabi Netanya,13,13,7.0,7.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,9,9,Hapoel Hadera,14,14,4.0,7.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,M. Tel Aviv,1,1,22.0,7.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,H. Beer Sheva,2,2,21.0,7.0,14.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,B. Jerusalem,3,3,21.0,7.0,14.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,Maccabi Haifa,4,4,19.0,7.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,M. Bnei Reineh,5,5,17.0,7.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,Hapoel Haifa,6,6,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,Bnei Sakhnin,7,7,13.0,7.0,6.0,8,False,full_season_with_relegation_playoff
2024/25,regular,10,10,M. Petah Tikva,8,8,12.0,7.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,H. Jerusalem,9,9,11.0,7.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,Kiryat Shmona,10,10,11.0,7.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,Ironi Tiberias,11,11,9.0,7.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,FC Ashdod,12,12,8.0,7.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,Maccabi Netanya,13,13,7.0,7.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,10,10,Hapoel Hadera,14,14,5.0,7.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,M. Tel Aviv,1,1,25.0,7.0,18.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,H. Beer Sheva,2,2,24.0,7.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,Maccabi Haifa,3,3,22.0,7.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,B. Jerusalem,4,4,22.0,7.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,M. Bnei Reineh,5,5,17.0,7.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,Hapoel Haifa,6,6,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,Bnei Sakhnin,7,8,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,Kiryat Shmona,8,7,14.0,7.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,11,11,H. Jerusalem,9,9,12.0,7.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,M. Petah Tikva,10,10,12.0,7.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,FC Ashdod,11,11,11.0,7.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,Ironi Tiberias,12,12,9.0,7.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,Maccabi Netanya,13,13,7.0,7.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,11,11,Hapoel Hadera,14,14,6.0,7.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,H. Beer Sheva,1,1,27.0,8.0,19.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,M. Tel Aviv,2,2,26.0,8.0,18.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,B. Jerusalem,3,3,25.0,8.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,Maccabi Haifa,4,4,22.0,8.0,14.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,M. Bnei Reineh,5,5,20.0,8.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,Hapoel Haifa,6,6,17.0,8.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,Kiryat Shmona,7,7,17.0,8.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,12,12,Bnei Sakhnin,8,8,14.0,8.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,FC Ashdod,9,9,12.0,8.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,H. Jerusalem,10,10,12.0,8.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,M. Petah Tikva,11,11,12.0,8.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,Ironi Tiberias,12,12,9.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,Maccabi Netanya,13,13,8.0,8.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,12,12,Hapoel Hadera,14,14,7.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,H. Beer Sheva,1,1,30.0,10.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,M. Tel Aviv,2,2,27.0,10.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,Maccabi Haifa,3,3,25.0,10.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,B. Jerusalem,4,4,25.0,10.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,M. Bnei Reineh,5,5,20.0,10.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,Kiryat Shmona,6,6,20.0,10.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,Hapoel Haifa,7,7,18.0,10.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,13,13,H. Jerusalem,8,8,15.0,10.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,Bnei Sakhnin,9,9,14.0,10.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,FC Ashdod,10,10,12.0,10.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,M. Petah Tikva,11,11,12.0,10.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,Maccabi Netanya,12,12,11.0,10.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,Hapoel Hadera,13,13,10.0,10.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,13,13,Ironi Tiberias,14,14,9.0,10.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,H. Beer Sheva,1,1,33.0,10.0,23.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,M. Tel Aviv,2,2,30.0,10.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,B. Jerusalem,3,3,28.0,10.0,18.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,Maccabi Haifa,4,4,26.0,10.0,16.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,Hapoel Haifa,5,5,21.0,10.0,11.0,8,False,full_season_with_relegation_playoff
