season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2024/25,regular,14,14,M. Bnei Reineh,6,6,20.0,10.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,Kiryat Shmona,7,7,20.0,10.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,14,14,H. Jerusalem,8,8,15.0,10.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,Bnei Sakhnin,9,9,15.0,10.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,Maccabi Netanya,10,10,14.0,10.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,M. Petah Tikva,11,11,13.0,10.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,FC Ashdod,12,12,12.0,10.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,Ironi Tiberias,13,13,10.0,10.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,14,14,Hapoel Hadera,14,14,10.0,10.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,H. Beer Sheva,1,1,34.0,11.0,23.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,M. Tel Aviv,2,2,33.0,11.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,Maccabi Haifa,3,3,29.0,11.0,18.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,B. Jerusalem,4,4,29.0,11.0,18.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,Hapoel Haifa,5,5,24.0,11.0,13.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,Kiryat Shmona,6,6,23.0,11.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,M. Bnei Reineh,7,7,20.0,11.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,15,15,H. Jerusalem,8,8,16.0,11.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,Bnei Sakhnin,9,9,16.0,11.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,Maccabi Netanya,10,10,14.0,11.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,M. Petah Tikva,11,11,13.0,11.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,FC Ashdod,12,12,12.0,11.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,Ironi Tiberias,13,13,11.0,11.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,15,15,Hapoel Hadera,14,14,11.0,11.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,16,16,H. Beer Sheva,1,1,35.0,12.0,23.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,M. Tel Aviv,2,2,34.0,12.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,Maccabi Haifa,3,3,32.0,12.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,B. Jerusalem,4,4,29.0,12.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,Hapoel Haifa,5,5,24.0,12.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,Kiryat Shmona,6,6,23.0,12.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,M. Bnei Reineh,7,7,20.0,12.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,H. Jerusalem,8,8,19.0,12.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,Bnei Sakhnin,9,9,19.0,12.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,16,16,Maccabi Netanya,10,10,17.0,12.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,16,16,Ironi Tiberias,11,11,14.0,12.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,16,16,M. Petah Tikva,12,12,14.0,12.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,16,16,FC Ashdod,13,13,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,16,16,Hapoel Hadera,14,14,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,17,17,H. Beer Sheva,1,1,38.0,12.0,26.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,M. Tel Aviv,2,2,37.0,12.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Maccabi Haifa,3,3,32.0,12.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,B. Jerusalem,4,4,32.0,12.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Hapoel Haifa,5,5,27.0,12.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Kiryat Shmona,6,6,23.0,12.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,M. Bnei Reineh,7,7,21.0,12.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Maccabi Netanya,8,8,20.0,12.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,H. Jerusalem,9,9,20.0,12.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Bnei Sakhnin,10,10,20.0,12.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,17,17,Ironi Tiberias,11,11,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,17,17,M. Petah Tikva,12,12,14.0,12.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,17,17,FC Ashdod,13,13,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,17,17,Hapoel Hadera,14,14,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,18,18,H. Beer Sheva,1,1,41.0,13.0,28.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,M. Tel Aviv,2,2,38.0,13.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,Maccabi Haifa,3,3,35.0,13.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,B. Jerusalem,4,4,32.0,13.0,19.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,Hapoel Haifa,5,5,27.0,13.0,14.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,M. Bnei Reineh,6,6,24.0,13.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,Maccabi Netanya,7,7,23.0,13.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,Kiryat Shmona,8,8,23.0,13.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,H. Jerusalem,9,9,20.0,13.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,Bnei Sakhnin,10,10,20.0,13.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,18,18,M. Petah Tikva,11,11,17.0,13.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,18,18,Ironi Tiberias,12,12,16.0,13.0,3.0,8,True,full_season_with_relegation_playoff
2024/25,regular,18,18,FC Ashdod,13,13,13.0,13.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,18,18,Hapoel Hadera,14,14,13.0,13.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,19,19,H. Beer Sheva,1,1,44.0,13.0,31.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,M. Tel Aviv,2,2,41.0,13.0,28.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Maccabi Haifa,3,3,38.0,13.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,B. Jerusalem,4,4,35.0,13.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Hapoel Haifa,5,5,30.0,13.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,M. Bnei Reineh,6,6,24.0,13.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Maccabi Netanya,7,7,23.0,13.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Kiryat Shmona,8,8,23.0,13.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,H. Jerusalem,9,9,20.0,13.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Bnei Sakhnin,10,10,20.0,13.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,M. Petah Tikva,11,11,20.0,13.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,19,19,Ironi Tiberias,12,12,19.0,13.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,19,19,FC Ashdod,13,13,13.0,13.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,19,19,Hapoel Hadera,14,14,13.0,13.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,20,20,H. Beer Sheva,1,1,47.0,14.0,33.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,M. Tel Aviv,2,2,44.0,14.0,30.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,Maccabi Haifa,3,3,38.0,14.0,24.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,B. Jerusalem,4,4,38.0,14.0,24.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,Hapoel Haifa,5,5,31.0,14.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,Maccabi Netanya,6,6,26.0,14.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,M. Bnei Reineh,7,7,25.0,14.0,11.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,Kiryat Shmona,8,8,24.0,14.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,H. Jerusalem,9,9,21.0,14.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,20,20,Ironi Tiberias,10,10,20.0,14.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,20,20,Bnei Sakhnin,11,11,20.0,14.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,20,20,M. Petah Tikva,12,12,20.0,14.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,20,20,FC Ashdod,13,13,14.0,14.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,20,20,Hapoel Hadera,14,14,13.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,21,21,H. Beer Sheva,1,1,47.0,15.0,32.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,M. Tel Aviv,2,2,45.0,15.0,30.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,Maccabi Haifa,3,3,41.0,15.0,26.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,B. Jerusalem,4,4,39.0,15.0,24.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,Hapoel Haifa,5,5,31.0,15.0,16.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,Maccabi Netanya,6,6,29.0,15.0,14.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,M. Bnei Reineh,7,7,28.0,15.0,13.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,Kiryat Shmona,8,8,27.0,15.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,H. Jerusalem,9,9,24.0,15.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,21,21,M. Petah Tikva,10,10,21.0,15.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,21,21,Ironi Tiberias,11,11,20.0,15.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,21,21,Bnei Sakhnin,12,12,20.0,15.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,21,21,FC Ashdod,13,13,15.0,15.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,21,21,Hapoel Hadera,14,14,13.0,15.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,22,22,H. Beer Sheva,1,1,50.0,15.0,35.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,M. Tel Aviv,2,2,48.0,15.0,33.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Maccabi Haifa,3,3,42.0,15.0,27.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,B. Jerusalem,4,4,40.0,15.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Hapoel Haifa,5,5,32.0,15.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Maccabi Netanya,6,6,32.0,15.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,M. Bnei Reineh,7,7,28.0,15.0,13.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Kiryat Shmona,8,8,27.0,15.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,H. Jerusalem,9,9,24.0,15.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,M. Petah Tikva,10,10,24.0,15.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Bnei Sakhnin,11,11,23.0,15.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,22,22,Ironi Tiberias,12,12,20.0,15.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,22,22,FC Ashdod,13,13,15.0,15.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,22,22,Hapoel Hadera,14,14,14.0,15.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,23,23,H. Beer Sheva,1,1,53.0,18.0,35.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,M. Tel Aviv,2,2,51.0,18.0,33.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,Maccabi Haifa,3,3,43.0,18.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,B. Jerusalem,4,4,40.0,18.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,Hapoel Haifa,5,5,35.0,18.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,Maccabi Netanya,6,6,35.0,18.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,Kiryat Shmona,7,7,30.0,18.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,M. Bnei Reineh,8,8,28.0,18.0,10.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,H. Jerusalem,9,9,25.0,18.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,23,23,M. Petah Tikva,10,10,24.0,18.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,23,23,Bnei Sakhnin,11,11,23.0,18.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,23,23,Ironi Tiberias,12,12,20.0,18.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,23,23,FC Ashdod,13,13,18.0,18.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,23,23,Hapoel Hadera,14,14,14.0,18.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,24,24,H. Beer Sheva,1,1,56.0,18.0,38.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,M. Tel Aviv,2,2,51.0,18.0,33.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,Maccabi Haifa,3,3,46.0,18.0,28.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,B. Jerusalem,4,4,41.0,18.0,23.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,Hapoel Haifa,5,5,38.0,18.0,20.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,Maccabi Netanya,6,6,35.0,18.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,M. Bnei Reineh,7,7,31.0,18.0,13.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,Kiryat Shmona,8,8,30.0,18.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,H. Jerusalem,9,9,26.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,24,24,M. Petah Tikva,10,10,24.0,18.0,6.0,8,True,full_season_with_relegation_playoff
2024/25,regular,24,24,Bnei Sakhnin,11,11,23.0,18.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,24,24,Ironi Tiberias,12,12,23.0,18.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,24,24,FC Ashdod,13,13,18.0,18.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,24,24,Hapoel Hadera,14,14,17.0,18.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,25,25,H. Beer Sheva,1,1,57.0,19.0,38.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,M. Tel Aviv,2,2,54.0,19.0,35.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,Maccabi Haifa,3,3,47.0,19.0,28.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,B. Jerusalem,4,4,44.0,19.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,Hapoel Haifa,5,5,41.0,19.0,22.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,Maccabi Netanya,6,6,36.0,19.0,17.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,M. Bnei Reineh,7,7,31.0,19.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,Kiryat Shmona,8,8,31.0,19.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,H. Jerusalem,9,9,27.0,19.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,Ironi Tiberias,10,10,26.0,19.0,7.0,8,False,full_season_with_relegation_playoff
2024/25,regular,25,25,M. Petah Tikva,11,11,24.0,19.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,25,25,Bnei Sakhnin,12,12,23.0,19.0,4.0,8,True,full_season_with_relegation_playoff
2024/25,regular,25,25,FC Ashdod,13,13,19.0,19.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,25,25,Hapoel Hadera,14,14,17.0,19.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,26,26,H. Beer Sheva,1,1,58.0,22.0,36.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,M. Tel Aviv,2,2,57.0,22.0,35.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,Maccabi Haifa,3,3,47.0,22.0,25.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,B. Jerusalem,4,4,45.0,22.0,23.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,Hapoel Haifa,5,5,41.0,22.0,19.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,Maccabi Netanya,6,6,37.0,22.0,15.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,Kiryat Shmona,7,7,34.0,22.0,12.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,M. Bnei Reineh,8,8,31.0,22.0,9.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,H. Jerusalem,9,9,30.0,22.0,8.0,8,False,full_season_with_relegation_playoff
2024/25,regular,26,26,Ironi Tiberias,10,10,27.0,22.0,5.0,8,True,full_season_with_relegation_playoff
2024/25,regular,26,26,M. Petah Tikva,11,11,24.0,22.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,regular,26,26,Bnei Sakhnin,12,12,23.0,22.0,1.0,8,True,full_season_with_relegation_playoff
2024/25,regular,26,26,FC Ashdod,13,13,22.0,22.0,0.0,8,True,full_season_with_relegation_playoff
2024/25,regular,26,26,Hapoel Hadera,14,14,20.0,22.0,2.0,8,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,Kiryat Shmona,1,1,37.0,23.0,14.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,H. Jerusalem,2,2,33.0,23.0,10.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,M. Bnei Reineh,3,3,32.0,23.0,9.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,Ironi Tiberias,4,4,28.0,23.0,5.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,M. Petah Tikva,5,5,24.0,23.0,1.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,FC Ashdod,6,6,23.0,23.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,Bnei Sakhnin,7,7,23.0,23.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,1,27,Hapoel Hadera,8,8,21.0,23.0,2.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,Kiryat Shmona,1,1,37.0,24.0,13.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,M. Bnei Reineh,2,2,35.0,24.0,11.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,H. Jerusalem,3,3,34.0,24.0,10.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,Ironi Tiberias,4,4,28.0,24.0,4.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,M. Petah Tikva,5,5,27.0,24.0,3.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,Bnei Sakhnin,6,6,26.0,24.0,2.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,FC Ashdod,7,7,24.0,24.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,2,28,Hapoel Hadera,8,8,21.0,24.0,3.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,H. Jerusalem,1,1,37.0,27.0,10.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,Kiryat Shmona,2,2,37.0,27.0,10.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,M. Bnei Reineh,3,3,35.0,27.0,8.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,M. Petah Tikva,4,4,30.0,27.0,3.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,Bnei Sakhnin,5,5,29.0,27.0,2.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,Ironi Tiberias,6,6,28.0,27.0,1.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,FC Ashdod,7,7,27.0,27.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,3,29,Hapoel Hadera,8,8,21.0,27.0,6.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,M. Bnei Reineh,1,1,38.0,30.0,8.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,H. Jerusalem,2,2,37.0,30.0,7.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,Kiryat Shmona,3,3,37.0,30.0,7.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,Bnei Sakhnin,4,4,32.0,30.0,2.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,Ironi Tiberias,5,5,31.0,30.0,1.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,FC Ashdod,6,6,30.0,30.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,M. Petah Tikva,7,7,30.0,30.0,0.0,2,True,full_season_with_relegation_playoff
2024/25,relegation_playoff,4,30,Hapoel Hadera,8,8,21.0,30.0,9.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,5,31,H. Jerusalem,1,1,38.0,31.0,7.0,2,False,full_season_with_relegation_playoff
2024/25,relegation_playoff,5,31,M. Bnei Reineh,2,2,38.0,31.0,7.0,2,False,full_season_with_relegation_playoff
